CustomerID,Gender,Age,Location,Tenure_Months,Contract,MonthlyCharges,TotalCharges,PaymentMethod,PaperlessBilling,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SupportCalls_Last6Mo,SatisfactionScore,Referrals,AccountStartDate,ChurnDate,Churned,HasSatisfactionScore,TenureYears,AvgMonthlySpend,AgeGroup,TenureGroup,ChurnStatus,ChargesBin,SupportBins,RiskScore,RiskCategory
CUST_000907,Female,33,Suburban,2,Month-to-Month,94.22,188.44,Electronic Check,No,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,Yes,5,9.4,0,2024-09-01,2024-10-18,1,1,0.16666666666666666,94.22,26-35,0-6 mo,Churned,$80-100,5-7 calls,12,Critical
CUST_000908,Male,49,Urban,41,Two Year,73.33,3006.53,Electronic Check,Yes,Yes,No,DSL,No,Yes,No,No,Yes,Yes,0,6.2,1,2021-06-19,,0,1,3.4166666666666665,73.33,46-55,2-4 yr,Retained,$60-80,0 calls,4,Medium
CUST_000909,Male,18,Suburban,33,Two Year,75.34,2486.22,Bank Transfer (Automatic),Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,2,6.2,0,2022-02-14,,0,1,2.75,75.33999999999999,18-25,2-4 yr,Retained,$60-80,1-2 calls,2,Low
CUST_000910,Male,80,Rural,4,Two Year,92.82,371.28,Electronic Check,Yes,No,No Phone Service,Fiber Optic,No,Yes,Yes,No,No,Yes,2,7.7,0,2024-07-03,2024-10-10,1,1,0.3333333333333333,92.82,65+,0-6 mo,Churned,$80-100,1-2 calls,7,High
CUST_000911,Female,49,Urban,2,Two Year,56.9,113.8,Mailed Check,No,Yes,Yes,,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,1,,1,2024-09-01,,0,0,0.16666666666666666,56.9,46-55,0-6 mo,Retained,$40-60,1-2 calls,2,Low
CUST_000912,Male,44,Urban,12,One Year,73.05,876.6,Credit Card (Automatic),Yes,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,1,7.5,2,2023-11-06,,0,1,1.0,73.05,36-45,7-12 mo,Retained,$60-80,1-2 calls,4,Medium
CUST_000913,Female,59,Suburban,30,One Year,45.6,1368.0,Electronic Check,Yes,Yes,No,DSL,No,No,Yes,No,No,No,2,,1,2022-05-15,,0,0,2.5,45.6,56-65,2-4 yr,Retained,$40-60,1-2 calls,5,Medium
CUST_000914,Male,77,Rural,24,One Year,88.92,2134.08,Credit Card (Automatic),No,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,1,7.0,0,2022-11-11,,0,1,2.0,88.92,65+,1-2 yr,Retained,$80-100,1-2 calls,3,Low
CUST_000915,Female,55,Suburban,13,One Year,58.61,761.93,Electronic Check,Yes,Yes,No,DSL,No,Yes,No,No,No,Yes,2,6.0,0,2023-10-07,,0,1,1.0833333333333333,58.61,46-55,1-2 yr,Retained,$40-60,1-2 calls,5,Medium
CUST_000916,Male,56,Rural,1,One Year,77.84,77.84,Electronic Check,No,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,1,9.5,1,2024-10-01,2024-10-07,1,1,0.08333333333333333,77.84,56-65,0-6 mo,Churned,$60-80,1-2 calls,6,Medium
CUST_000917,Male,43,Urban,12,Month-to-Month,72.85,874.2,Bank Transfer (Automatic),No,Yes,No,Fiber Optic,No,No,No,No,No,Yes,1,7.9,1,2023-11-06,,0,1,1.0,72.85000000000001,36-45,7-12 mo,Retained,$60-80,1-2 calls,6,Medium
CUST_000918,Female,39,Rural,22,Two Year,51.97,1143.34,Mailed Check,No,Yes,No,DSL,No,No,No,No,No,Yes,3,10.0,2,2023-01-10,,0,1,1.8333333333333333,51.97,36-45,1-2 yr,Retained,$40-60,3-4 calls,3,Low
CUST_000919,Female,34,Urban,12,One Year,59.14,709.68,Credit Card (Automatic),No,Yes,Yes,,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,2,7.5,0,2023-11-06,,0,1,1.0,59.13999999999999,26-35,7-12 mo,Retained,$40-60,1-2 calls,2,Low
CUST_000920,Male,29,Urban,51,Two Year,85.94,4382.94,Mailed Check,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,0,5.5,2,2020-08-23,2024-10-22,1,1,4.25,85.94,26-35,4+ yr,Churned,$80-100,0 calls,3,Low
CUST_000921,Female,31,Rural,1,Month-to-Month,63.02,63.02,Bank Transfer (Automatic),Yes,Yes,No,Fiber Optic,No,No,No,No,No,No,0,5.3,0,2024-10-01,,0,1,0.08333333333333333,63.02,26-35,0-6 mo,Retained,$60-80,0 calls,7,High
CUST_000922,Female,21,Rural,47,Month-to-Month,53.24,2502.28,Bank Transfer (Automatic),Yes,Yes,No,DSL,No,Yes,Yes,No,No,No,1,5.4,1,2020-12-21,,0,1,3.9166666666666665,53.24,18-25,2-4 yr,Retained,$40-60,1-2 calls,5,Medium
CUST_000923,Female,40,Urban,46,Month-to-Month,78.77,3623.42,Credit Card (Automatic),No,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,1,8.4,0,2021-01-20,2024-10-14,1,1,3.8333333333333335,78.77,36-45,2-4 yr,Churned,$60-80,1-2 calls,4,Medium
CUST_000924,Female,18,Urban,47,Month-to-Month,71.57,3363.79,Credit Card (Automatic),No,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,1,7.1,0,2020-12-21,,0,1,3.9166666666666665,71.57,18-25,2-4 yr,Retained,$60-80,1-2 calls,5,Medium
CUST_000925,Male,44,Urban,62,Month-to-Month,105.93,6567.66,Mailed Check,No,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,1,6.1,0,2019-09-28,,0,1,5.166666666666667,105.92999999999999,36-45,4+ yr,Retained,$100+,1-2 calls,4,Medium
CUST_000926,Male,41,Urban,12,Month-to-Month,45.45,545.4,Credit Card (Automatic),No,Yes,No,,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,0,8.7,0,2023-11-06,2024-10-15,1,1,1.0,45.449999999999996,36-45,7-12 mo,Churned,$40-60,0 calls,4,Medium
CUST_000927,Male,44,Urban,57,Month-to-Month,83.99,4787.43,Bank Transfer (Automatic),Yes,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,3,8.4,1,2020-02-25,2024-10-20,1,1,4.75,83.99000000000001,36-45,4+ yr,Churned,$80-100,3-4 calls,6,Medium
CUST_000928,Female,34,Rural,34,Month-to-Month,88.96,3024.64,Bank Transfer (Automatic),Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,1,7.6,1,2022-01-15,2024-10-19,1,1,2.8333333333333335,88.96,26-35,2-4 yr,Churned,$80-100,1-2 calls,6,Medium
CUST_000929,Female,85,Suburban,40,One Year,56.98,2279.2,Electronic Check,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,1,5.5,2,2021-07-19,,0,1,3.3333333333333335,56.98,65+,2-4 yr,Retained,$40-60,1-2 calls,5,Medium
CUST_000930,Male,62,Suburban,15,Two Year,56.76,851.4,Electronic Check,Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,No,4,3.8,1,2023-08-08,,0,1,1.25,56.76,56-65,1-2 yr,Retained,$40-60,3-4 calls,4,Medium
CUST_000931,Male,23,Suburban,20,Month-to-Month,54.62,1092.4,Bank Transfer (Automatic),No,Yes,Yes,,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,2,,2,2023-03-11,2024-10-18,1,0,1.6666666666666667,54.620000000000005,18-25,1-2 yr,Churned,$40-60,1-2 calls,3,Low
CUST_000932,Female,45,Suburban,13,One Year,89.3,1160.9,Electronic Check,Yes,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,0,7.3,0,2023-10-07,,0,1,1.0833333333333333,89.30000000000001,36-45,1-2 yr,Retained,$80-100,0 calls,5,Medium
CUST_000933,Female,32,Suburban,3,Month-to-Month,83.93,251.79,Mailed Check,No,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,3,,1,2024-08-02,,0,0,0.25,83.92999999999999,26-35,0-6 mo,Retained,$80-100,3-4 calls,9,High
CUST_000934,Female,26,Suburban,12,Month-to-Month,49.52,594.24,Mailed Check,No,Yes,No,,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,1,3.5,0,2023-11-06,2024-10-23,1,1,1.0,49.52,26-35,7-12 mo,Churned,$40-60,1-2 calls,4,Medium
CUST_000935,Male,21,Urban,7,One Year,76.39,534.73,Electronic Check,No,Yes,No,Fiber Optic,No,No,No,Yes,No,No,1,7.3,2,2024-04-04,,0,1,0.5833333333333334,76.39,18-25,7-12 mo,Retained,$60-80,1-2 calls,5,Medium
CUST_000936,Male,48,Suburban,44,One Year,96.92,4264.48,Bank Transfer (Automatic),No,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,3,3.7,3,2021-03-21,,0,1,3.6666666666666665,96.91999999999999,46-55,2-4 yr,Retained,$80-100,3-4 calls,5,Medium
CUST_000937,Male,31,Suburban,21,Two Year,102.21,2146.41,Bank Transfer (Automatic),No,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,1,6.8,2,2023-02-09,,0,1,1.75,102.21,26-35,1-2 yr,Retained,$100+,1-2 calls,2,Low
CUST_000938,Female,56,Rural,2,Month-to-Month,97.38,194.76,Electronic Check,No,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,0,6.2,0,2024-09-01,2024-10-06,1,1,0.16666666666666666,97.38,56-65,0-6 mo,Churned,$80-100,0 calls,9,High
CUST_000939,Male,56,Rural,20,Two Year,99.87,1997.4,Mailed Check,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,1,8.2,1,2023-03-11,,0,1,1.6666666666666667,99.87,56-65,1-2 yr,Retained,$80-100,1-2 calls,1,Low
CUST_000940,Female,62,Urban,3,Month-to-Month,72.17,216.51,Mailed Check,No,Yes,No,Fiber Optic,No,No,No,No,No,Yes,0,8.1,1,2024-08-02,2024-10-16,1,1,0.25,72.17,56-65,0-6 mo,Churned,$60-80,0 calls,7,High
CUST_000941,Male,29,Suburban,6,Month-to-Month,59.96,359.76,Bank Transfer (Automatic),Yes,Yes,Yes,,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,0,5.8,0,2024-05-04,,0,1,0.5,59.96,26-35,0-6 mo,Retained,$40-60,0 calls,5,Medium
CUST_000942,Female,49,Urban,59,Month-to-Month,60.58,3574.22,Bank Transfer (Automatic),Yes,Yes,No,DSL,Yes,No,No,No,Yes,No,1,6.4,0,2019-12-27,,0,1,4.916666666666667,60.58,46-55,4+ yr,Retained,$60-80,1-2 calls,4,Medium
CUST_000943,Female,51,Suburban,38,One Year,56.79,2158.02,Electronic Check,No,No,No Phone Service,DSL,No,Yes,No,No,No,No,3,5.6,1,2021-09-17,,0,1,3.1666666666666665,56.79,46-55,2-4 yr,Retained,$40-60,3-4 calls,6,Medium
CUST_000944,Female,34,Urban,14,Month-to-Month,85.63,1198.82,Electronic Check,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,0,2.7,2,2023-09-07,,0,1,1.1666666666666667,85.63,26-35,1-2 yr,Retained,$80-100,0 calls,8,High
CUST_000945,Male,30,Urban,2,Month-to-Month,52.23,104.46,Electronic Check,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,0,6.5,3,2024-09-01,,0,1,0.16666666666666666,52.23,26-35,0-6 mo,Retained,$40-60,0 calls,8,High
CUST_000946,Male,66,Urban,12,One Year,76.34,916.08,Credit Card (Automatic),Yes,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,0,2.0,1,2023-11-06,,0,1,1.0,76.34,65+,7-12 mo,Retained,$60-80,0 calls,2,Low
CUST_000947,Male,45,Suburban,8,Month-to-Month,72.06,576.48,Mailed Check,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,No,1,4.7,1,2024-03-05,,0,1,0.6666666666666666,72.06,36-45,7-12 mo,Retained,$60-80,1-2 calls,5,Medium
CUST_000948,Female,51,Urban,18,Month-to-Month,86.65,1559.7,Mailed Check,No,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,0,7.0,0,2023-05-10,,0,1,1.5,86.65,46-55,1-2 yr,Retained,$80-100,0 calls,5,Medium
CUST_000949,Female,29,Rural,52,Month-to-Month,101.16,5260.32,Mailed Check,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,2,6.8,1,2020-07-24,,0,1,4.333333333333333,101.16,26-35,4+ yr,Retained,$100+,1-2 calls,6,Medium
CUST_000950,Female,23,Urban,72,Month-to-Month,85.84,6180.48,Mailed Check,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,1,8.2,0,2018-12-02,,0,1,6.0,85.83999999999999,18-25,4+ yr,Retained,$80-100,1-2 calls,5,Medium
CUST_000951,Female,33,Rural,6,One Year,42.46,254.76,Credit Card (Automatic),No,Yes,Yes,,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,3,6.3,0,2024-05-04,,0,1,0.5,42.46,26-35,0-6 mo,Retained,$40-60,3-4 calls,4,Medium
CUST_000952,Female,40,Suburban,36,One Year,93.79,3376.44,Credit Card (Automatic),Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,3,8.8,2,2021-11-16,,0,1,3.0,93.79,36-45,2-4 yr,Retained,$80-100,3-4 calls,4,Medium
CUST_000953,Male,26,Urban,49,Month-to-Month,76.23,3735.27,Bank Transfer (Automatic),Yes,Yes,No,DSL,No,No,No,No,Yes,Yes,2,7.5,1,2020-10-22,,0,1,4.083333333333333,76.23,26-35,4+ yr,Retained,$60-80,1-2 calls,5,Medium
CUST_000954,Female,41,Urban,72,Month-to-Month,56.29,4052.88,Electronic Check,Yes,Yes,No,DSL,Yes,No,Yes,No,No,No,1,,1,2018-12-02,,0,0,6.0,56.29,36-45,4+ yr,Retained,$40-60,1-2 calls,6,Medium
CUST_000955,Male,18,Suburban,38,Two Year,93.87,3567.06,Mailed Check,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,3,3.4,0,2021-09-17,,0,1,3.1666666666666665,93.87,18-25,2-4 yr,Retained,$80-100,3-4 calls,2,Low
CUST_000956,Male,25,Suburban,31,Month-to-Month,84.87,2630.97,Bank Transfer (Automatic),Yes,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,0,9.9,0,2022-04-15,,0,1,2.5833333333333335,84.86999999999999,18-25,2-4 yr,Retained,$80-100,0 calls,4,Medium
CUST_000957,Female,52,Suburban,48,One Year,72.24,3467.52,Mailed Check,No,Yes,No,DSL,No,No,No,Yes,Yes,No,3,4.1,0,2020-11-21,,0,1,4.0,72.24,46-55,2-4 yr,Retained,$60-80,3-4 calls,3,Low
CUST_000958,Male,51,Urban,9,Month-to-Month,83.1,747.9,Mailed Check,Yes,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,2,7.0,0,2024-02-04,,0,1,0.75,83.1,46-55,7-12 mo,Retained,$80-100,1-2 calls,6,Medium
CUST_000959,Male,36,Suburban,3,Month-to-Month,71.99,215.97,Electronic Check,Yes,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,4,10.0,2,2024-08-02,2024-10-21,1,1,0.25,71.99,36-45,0-6 mo,Churned,$60-80,3-4 calls,9,High
CUST_000960,Female,26,Rural,8,Two Year,97.29,778.32,Electronic Check,No,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,No,2,2.4,2,2024-03-05,,0,1,0.6666666666666666,97.29,26-35,7-12 mo,Retained,$80-100,1-2 calls,5,Medium
CUST_000961,Male,26,Urban,4,One Year,86.63,346.52,Electronic Check,Yes,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,0,5.6,1,2024-07-03,2024-10-18,1,1,0.3333333333333333,86.63,26-35,0-6 mo,Churned,$80-100,0 calls,8,High
CUST_000962,Female,36,Urban,50,Month-to-Month,80.06,4003.0,Bank Transfer (Automatic),Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,No,1,1.5,1,2020-09-22,,0,1,4.166666666666667,80.06,36-45,4+ yr,Retained,$80-100,1-2 calls,5,Medium
CUST_000963,Male,51,Urban,46,Month-to-Month,84.31,3878.26,Electronic Check,Yes,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,0,7.9,2,2021-01-20,,0,1,3.8333333333333335,84.31,46-55,2-4 yr,Retained,$80-100,0 calls,8,High
CUST_000964,Male,55,Suburban,55,Month-to-Month,90.14,4957.7,Credit Card (Automatic),Yes,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,0,6.3,0,2020-04-25,,0,1,4.583333333333333,90.14,46-55,4+ yr,Retained,$80-100,0 calls,5,Medium
CUST_000965,Male,34,Suburban,43,Month-to-Month,39.56,1701.08,Mailed Check,Yes,Yes,No,,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,0,5.4,0,2021-04-20,,0,1,3.5833333333333335,39.559999999999995,26-35,2-4 yr,Retained,$0-40,0 calls,3,Low
CUST_000966,Male,24,Urban,1,Two Year,94.72,94.72,Electronic Check,No,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,4,4.8,0,2024-10-01,,0,1,0.08333333333333333,94.72,18-25,0-6 mo,Retained,$80-100,3-4 calls,8,High
CUST_000967,Female,46,Urban,72,Two Year,97.59,7026.48,Credit Card (Automatic),Yes,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,0,5.8,0,2018-12-02,,0,1,6.0,97.58999999999999,46-55,4+ yr,Retained,$80-100,0 calls,3,Low
CUST_000968,Male,29,Urban,45,Month-to-Month,92.8,4176.0,Mailed Check,No,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,4,7.7,0,2021-02-19,,0,1,3.75,92.8,26-35,2-4 yr,Retained,$80-100,3-4 calls,5,Medium
CUST_000969,Female,34,Urban,22,Month-to-Month,69.08,1519.76,Mailed Check,No,Yes,No,Fiber Optic,No,No,Yes,No,No,No,2,4.8,2,2023-01-10,2024-10-03,1,1,1.8333333333333333,69.08,26-35,1-2 yr,Churned,$60-80,1-2 calls,5,Medium
CUST_000970,Male,61,Urban,34,One Year,62.18,2114.12,Electronic Check,No,Yes,No,DSL,No,Yes,No,No,No,No,1,6.0,0,2022-01-15,,0,1,2.8333333333333335,62.18,56-65,2-4 yr,Retained,$60-80,1-2 calls,5,Medium
CUST_000971,Female,54,Rural,3,Month-to-Month,32.02,96.06,Electronic Check,No,Yes,No,,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,0,6.8,0,2024-08-02,,0,1,0.25,32.02,46-55,0-6 mo,Retained,$0-40,0 calls,7,High
CUST_000972,Female,44,Suburban,33,One Year,82.03,2706.99,Bank Transfer (Automatic),Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,1,5.8,1,2022-02-14,,0,1,2.75,82.02999999999999,36-45,2-4 yr,Retained,$80-100,1-2 calls,4,Medium
CUST_000973,Female,22,Urban,1,One Year,70.96,70.96,Mailed Check,No,No,No Phone Service,Fiber Optic,Yes,No,No,No,No,No,1,6.9,1,2024-10-01,2024-10-19,1,1,0.08333333333333333,70.96,18-25,0-6 mo,Churned,$60-80,1-2 calls,4,Medium
CUST_000974,Male,45,Rural,56,One Year,53.03,2969.68,Mailed Check,Yes,Yes,Yes,,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,1,4.2,0,2020-03-26,,0,1,4.666666666666667,53.029999999999994,36-45,4+ yr,Retained,$40-60,1-2 calls,1,Low
CUST_000975,Male,57,Suburban,71,One Year,43.05,3056.55,Mailed Check,Yes,Yes,Yes,,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,1,,0,2019-01-01,,0,0,5.916666666666667,43.050000000000004,56-65,4+ yr,Retained,$40-60,1-2 calls,1,Low
CUST_000976,Male,36,Suburban,8,One Year,84.43,675.44,Electronic Check,Yes,Yes,No,Fiber Optic,No,Yes,Yes,No,No,Yes,0,6.2,2,2024-03-05,,0,1,0.6666666666666666,84.43,36-45,7-12 mo,Retained,$80-100,0 calls,7,High
CUST_000977,Female,62,Urban,45,Two Year,46.88,2109.6,Credit Card (Automatic),No,No,No Phone Service,DSL,No,Yes,No,No,No,No,1,3.4,1,2021-02-19,,0,1,3.75,46.879999999999995,56-65,2-4 yr,Retained,$40-60,1-2 calls,2,Low
CUST_000978,Male,61,Urban,9,Month-to-Month,87.03,783.27,Credit Card (Automatic),No,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,4,5.6,0,2024-02-04,,0,1,0.75,87.03,56-65,7-12 mo,Retained,$80-100,3-4 calls,7,High
CUST_000979,Female,66,Rural,56,Two Year,57.09,3197.04,Credit Card (Automatic),Yes,Yes,Yes,,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,0,5.6,1,2020-03-26,,0,1,4.666666666666667,57.089999999999996,65+,4+ yr,Retained,$40-60,0 calls,0,Low
CUST_000980,Female,46,Suburban,18,Month-to-Month,84.74,1525.32,Mailed Check,Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,1,7.8,0,2023-05-10,2024-10-10,1,1,1.5,84.74,46-55,1-2 yr,Churned,$80-100,1-2 calls,5,Medium
CUST_000981,Male,50,Urban,28,Month-to-Month,37.56,1051.68,Credit Card (Automatic),Yes,Yes,No,,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,2,8.6,2,2022-07-14,,0,1,2.3333333333333335,37.56,46-55,2-4 yr,Retained,$0-40,1-2 calls,3,Low
CUST_000982,Female,63,Suburban,2,Month-to-Month,99.87,199.74,Bank Transfer (Automatic),Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,2,8.8,4,2024-09-01,,0,1,0.16666666666666666,99.87,56-65,0-6 mo,Retained,$80-100,1-2 calls,8,High
CUST_000983,Male,48,Rural,48,One Year,88.25,4236.0,Bank Transfer (Automatic),Yes,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,3,7.0,3,2020-11-21,,0,1,4.0,88.25,46-55,2-4 yr,Retained,$80-100,3-4 calls,5,Medium
CUST_000984,Male,34,Urban,62,Month-to-Month,76.29,4729.98,Bank Transfer (Automatic),Yes,Yes,No,Fiber Optic,No,Yes,No,No,No,No,3,3.8,0,2019-09-28,,0,1,5.166666666666667,76.28999999999999,26-35,4+ yr,Retained,$60-80,3-4 calls,6,Medium
CUST_000985,Female,35,Suburban,62,Two Year,78.38,4859.56,Bank Transfer (Automatic),No,Yes,Yes,DSL,No,No,Yes,No,No,Yes,3,4.2,1,2019-09-28,,0,1,5.166666666666667,78.38000000000001,26-35,4+ yr,Retained,$60-80,3-4 calls,3,Low
CUST_000986,Female,45,Rural,10,One Year,49.78,497.8,Bank Transfer (Automatic),Yes,Yes,No,,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,0,,0,2024-01-05,,0,0,0.8333333333333334,49.78,36-45,7-12 mo,Retained,$40-60,0 calls,2,Low
CUST_000987,Female,22,Urban,2,Month-to-Month,91.42,182.84,Electronic Check,Yes,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,0,7.9,2,2024-09-01,,0,1,0.16666666666666666,91.42,18-25,0-6 mo,Retained,$80-100,0 calls,10,Critical
CUST_000988,Male,39,Suburban,37,One Year,80.38,2974.06,Electronic Check,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,0,4.0,0,2021-10-17,2024-10-25,1,1,3.0833333333333335,80.38,36-45,2-4 yr,Churned,$80-100,0 calls,5,Medium
CUST_000989,Male,58,Suburban,50,Two Year,87.33,4366.5,Credit Card (Automatic),No,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,4,9.3,2,2020-09-22,,0,1,4.166666666666667,87.33,56-65,4+ yr,Retained,$80-100,3-4 calls,3,Low
CUST_000990,Female,18,Suburban,25,One Year,83.63,2090.75,Electronic Check,No,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,2,8.9,0,2022-10-12,2024-10-16,1,1,2.0833333333333335,83.63,18-25,2-4 yr,Churned,$80-100,1-2 calls,5,Medium
CUST_000991,Female,65,Urban,63,Month-to-Month,81.79,5152.77,Electronic Check,Yes,Yes,Yes,DSL,No,No,No,No,Yes,Yes,1,9.4,1,2019-08-29,,0,1,5.25,81.79,56-65,4+ yr,Retained,$80-100,1-2 calls,8,High
CUST_000992,Female,58,Urban,12,Two Year,42.58,510.96,Electronic Check,No,Yes,No,,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,1,,1,2023-11-06,,0,0,1.0,42.58,56-65,7-12 mo,Retained,$40-60,1-2 calls,3,Low
CUST_000993,Male,35,Suburban,13,One Year,71.85,934.05,Mailed Check,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,No,1,4.2,2,2023-10-07,,0,1,1.0833333333333333,71.85,26-35,1-2 yr,Retained,$60-80,1-2 calls,3,Low
CUST_000994,Female,50,Urban,3,Month-to-Month,78.56,235.68,Bank Transfer (Automatic),Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,1,7.7,1,2024-08-02,,0,1,0.25,78.56,46-55,0-6 mo,Retained,$60-80,1-2 calls,6,Medium
CUST_000995,Male,42,Urban,46,Month-to-Month,66.15,3042.9,Bank Transfer (Automatic),Yes,Yes,No,DSL,No,No,Yes,No,No,Yes,0,6.3,0,2021-01-20,,0,1,3.8333333333333335,66.15,36-45,2-4 yr,Retained,$60-80,0 calls,5,Medium
CUST_000996,Male,60,Urban,38,Month-to-Month,66.78,2537.64,Bank Transfer (Automatic),No,Yes,No,DSL,Yes,Yes,No,No,No,No,2,6.5,0,2021-09-17,,0,1,3.1666666666666665,66.78,56-65,2-4 yr,Retained,$60-80,1-2 calls,4,Medium
CUST_000997,Female,56,Urban,14,Two Year,85.25,1193.5,Electronic Check,No,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,1,9.1,0,2023-09-07,,0,1,1.1666666666666667,85.25,56-65,1-2 yr,Retained,$80-100,1-2 calls,5,Medium
CUST_000998,Male,20,Rural,3,Month-to-Month,32.36,97.08,Electronic Check,Yes,Yes,No,,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,1,5.4,2,2024-08-02,2024-10-30,1,1,0.25,32.36,18-25,0-6 mo,Churned,$0-40,1-2 calls,7,High
CUST_000999,Female,50,Urban,20,Month-to-Month,59.9,1198.0,Mailed Check,No,Yes,Yes,DSL,No,Yes,No,No,No,No,1,,1,2023-03-11,,0,0,1.6666666666666667,59.9,46-55,1-2 yr,Retained,$40-60,1-2 calls,5,Medium
CUST_001000,Male,38,Rural,12,Two Year,45.52,546.24,Electronic Check,No,No,No Phone Service,DSL,Yes,No,No,No,No,No,1,5.7,0,2023-11-06,,0,1,1.0,45.52,36-45,7-12 mo,Retained,$40-60,1-2 calls,4,Medium
CUST_001001,Male,43,Urban,18,Month-to-Month,65.15,1172.7,Credit Card (Automatic),No,Yes,Yes,DSL,No,Yes,No,No,No,Yes,1,5.3,1,2023-05-10,2024-10-05,1,1,1.5,65.15,36-45,1-2 yr,Churned,$60-80,1-2 calls,5,Medium
CUST_001002,Female,31,Suburban,19,Two Year,69.48,1320.12,Bank Transfer (Automatic),Yes,Yes,No,Fiber Optic,No,No,No,No,No,Yes,1,5.2,2,2023-04-10,,0,1,1.5833333333333333,69.47999999999999,26-35,1-2 yr,Retained,$60-80,1-2 calls,2,Low
