transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,payment_method,order_status,shipping_cost,discount_code,discount_amount,sales_channel,subtotal,total,transaction_month,product_name,category,subcategory,base_price,cost_price,brand,segment,region,city,profit,profit_margin
TXN-0001009,2024-10-10,CUST-00261,PROD-0027,1,416.8,Debit Card,Completed,0.0,,0.0,Mobile App,416.8,416.8,2024-10,Smartphones Item 27,Electronics,Smartphones,244.68,123.25,BrandD,Gold,North,Chicago,293.55,70.43
TXN-0001010,2024-09-17,CUST-00631,PROD-0051,1,43.72,Credit Card,Completed,9.99,,0.0,Mobile App,43.72,53.71,2024-09,Women Item 51,Clothing,Women,227.52,101.69,BrandD,Bronze,North,Houston,-47.98,-89.33
TXN-0001011,2024-10-12,CUST-00018,PROD-0075,1,397.15,Debit Card,Processing,0.0,,0.0,Website,397.15,397.15,2024-10,Footwear Item 75,Clothing,Footwear,98.14,64.86,BrandB,Gold,Central,Philadelphia,332.28999999999996,83.67
TXN-0001012,2024-02-07,CUST-00816,PROD-0144,5,393.8,Credit Card,Completed,0.0,,0.0,Website,1969.0,1969.0,2024-02,Furniture Item 144,Home & Garden,Furniture,167.44,107.99,BrandE,Silver,East,Los Angeles,1429.0500000000002,72.58
TXN-0001013,2024-05-07,CUST-00658,PROD-0087,3,74.32,Credit Card,Refunded,0.0,,0.0,Marketplace,222.95999999999998,222.95999999999998,2024-05,Outdoor Item 87,Sports,Outdoor,64.74,36.24,BrandE,Gold,West,Phoenix,114.23999999999998,51.24
TXN-0001014,2024-10-25,CUST-01071,PROD-0123,2,334.37,Debit Card,Completed,0.0,,0.0,Website,668.74,668.74,2024-10,Water Sports Item 123,Sports,Water Sports,353.44,194.12,BrandD,Silver,Central,San Diego,280.5,41.94
TXN-0001015,2024-08-15,CUST-00205,PROD-0076,1,231.72,Credit Card,Shipped,0.0,,0.0,Website,231.72,231.72,2024-08,Men Item 76,Clothing,Men,152.92,97.34,BrandC,Platinum,West,Philadelphia,134.38,57.99
TXN-0001016,2024-05-25,CUST-00950,PROD-0040,5,451.0,Credit Card,Shipped,0.0,SAVE10,225.5,Website,2255.0,2029.5,2024-05,Decor Item 40,Home & Garden,Decor,248.27,171.09,BrandB,Bronze,North,New York,1174.05,57.85
TXN-0001017,2024-10-16,CUST-00931,PROD-0067,5,350.74,Credit Card,Completed,0.0,,0.0,Mobile App,1753.7,1753.7,2024-10,Team Sports Item 67,Sports,Team Sports,313.66,147.12,BrandB,Silver,Central,Phoenix,1018.1,58.05
TXN-0001018,2024-09-07,CUST-00151,PROD-0130,4,475.97,Credit Card,Shipped,0.0,,0.0,Website,1903.88,1903.88,2024-09,Accessories Item 130,Clothing,Accessories,280.84,146.91,BrandD,Silver,Central,Chicago,1316.2400000000002,69.13
TXN-0001019,2024-06-01,CUST-00522,PROD-0102,2,61.4,Credit Card,Processing,0.0,,0.0,In-Store,122.8,122.8,2024-06,Accessories Item 102,Electronics,Accessories,35.5,19.55,BrandD,Bronze,West,Chicago,83.69999999999999,68.16
TXN-0001020,2024-10-25,CUST-00211,PROD-0093,3,29.89,Credit Card,Shipped,9.99,SAVE10,8.97,Website,89.67,90.69,2024-10,Water Sports Item 93,Sports,Water Sports,238.43,163.63,BrandD,Silver,West,New York,-400.2,-441.28
TXN-0001021,2024-08-17,CUST-00314,PROD-0110,2,487.04,Credit Card,Completed,0.0,FLASH30,292.22,Website,974.08,681.86,2024-08,Kitchen Item 110,Home & Garden,Kitchen,186.68,114.86,Generic,Bronze,North,Houston,452.14,66.31
TXN-0001022,2024-10-06,CUST-00330,PROD-0082,1,49.28,PayPal,Refunded,9.99,,0.0,Mobile App,49.28,59.27,2024-10,Tablets Item 82,Electronics,Tablets,340.47,173.73,BrandE,Bronze,South,Austin,-114.45999999999998,-193.12
TXN-0001023,2024-05-26,CUST-00702,PROD-0078,4,199.23,Credit Card,Completed,0.0,,0.0,Website,796.92,796.92,2024-05,Water Sports Item 78,Sports,Water Sports,279.15,152.72,BrandA,Silver,East,Phoenix,186.03999999999996,23.34
TXN-0001024,2024-03-29,CUST-00539,PROD-0002,3,328.48,PayPal,Completed,0.0,WELCOME15,147.82,Website,985.44,837.6200000000001,2024-03,Footwear Item 2,Clothing,Footwear,246.78,140.26,BrandD,Platinum,North,Los Angeles,416.84000000000015,49.76
TXN-0001025,2024-05-07,CUST-01138,PROD-0065,4,441.22,Credit Card,Refunded,0.0,,0.0,Mobile App,1764.88,1764.88,2024-05,Team Sports Item 65,Sports,Team Sports,275.88,123.43,BrandC,Silver,Central,New York,1271.16,72.03
TXN-0001026,2024-09-19,CUST-00151,PROD-0020,4,134.73,PayPal,Refunded,0.0,,0.0,Website,538.92,538.92,2024-09,Decor Item 20,Home & Garden,Decor,374.3,248.64,BrandC,Silver,Central,Chicago,-455.64,-84.55
TXN-0001027,2024-07-01,CUST-01169,PROD-0034,1,24.23,Credit Card,Completed,7.99,,0.0,Marketplace,24.23,32.22,2024-07,Decor Item 34,Home & Garden,Decor,119.61,59.32,BrandA,Bronze,East,Philadelphia,-27.1,-84.11
TXN-0001028,2024-07-08,CUST-00291,PROD-0041,1,265.42,Google Pay,Refunded,0.0,VIP25,66.36,Mobile App,265.42,199.06,2024-07,Men Item 41,Clothing,Men,283.42,139.01,BrandA,Bronze,West,Phoenix,60.05000000000001,30.17
TXN-0001029,2024-10-04,CUST-00919,PROD-0023,4,240.83,Credit Card,Shipped,0.0,,0.0,Website,963.32,963.32,2024-10,Footwear Item 23,Clothing,Footwear,28.87,14.75,BrandB,Gold,East,Houston,904.32,93.88
TXN-0001030,2024-07-14,CUST-00421,PROD-0038,1,160.37,Credit Card,Shipped,0.0,,0.0,Website,160.37,160.37,2024-07,Team Sports Item 38,Sports,Team Sports,144.94,96.22,BrandD,Bronze,East,San Antonio,64.15,40.0
TXN-0001031,2024-10-25,CUST-00174,PROD-0067,1,438.2,Credit Card,Completed,0.0,,0.0,Website,438.2,438.2,2024-10,Team Sports Item 67,Sports,Team Sports,313.66,147.12,BrandB,Bronze,Central,Philadelphia,291.08,66.43
TXN-0001032,2024-09-03,CUST-01013,PROD-0062,3,377.16,Debit Card,Refunded,0.0,,0.0,Mobile App,1131.48,1131.48,2024-09,Bedding Item 62,Home & Garden,Bedding,161.3,79.85,BrandE,Bronze,North,Philadelphia,891.9300000000001,78.83
TXN-0001033,2024-10-12,CUST-00377,PROD-0140,2,430.47,Google Pay,Completed,0.0,FLASH30,258.28,Mobile App,860.94,602.6600000000001,2024-10,Men Item 140,Clothing,Men,272.1,146.83,BrandD,Silver,North,New York,309.00000000000006,51.27
TXN-0001034,2024-10-20,CUST-00807,PROD-0030,5,89.28,Debit Card,Shipped,0.0,,0.0,Social Media,446.4,446.4,2024-10,Footwear Item 30,Clothing,Footwear,197.18,132.18,Generic,Platinum,North,Chicago,-214.5000000000001,-48.05
TXN-0001035,2024-10-23,CUST-00711,PROD-0087,1,349.27,Debit Card,Completed,0.0,FLASH30,104.78,Mobile App,349.27,244.48999999999998,2024-10,Outdoor Item 87,Sports,Outdoor,64.74,36.24,BrandE,Silver,West,Chicago,208.24999999999997,85.18
TXN-0001036,2024-08-17,CUST-00602,PROD-0148,1,487.79,Credit Card,Processing,0.0,,0.0,Marketplace,487.79,487.79,2024-08,Laptops Item 148,Electronics,Laptops,300.11,156.26,BrandE,Silver,West,Houston,331.53000000000003,67.97
TXN-0001037,2024-10-03,CUST-00633,PROD-0118,1,309.83,Credit Card,Completed,0.0,SUMMER20,61.97,Website,309.83,247.85999999999999,2024-10,Kids Item 118,Clothing,Kids,379.78,211.03,BrandA,Bronze,South,Phoenix,36.829999999999984,14.86
TXN-0001038,2024-08-11,CUST-00882,PROD-0006,1,93.96,Credit Card,Processing,12.99,VIP25,23.49,Website,93.96,83.46,2024-08,Furniture Item 6,Home & Garden,Furniture,,65.71,BrandB,Bronze,East,San Diego,17.75,21.27
TXN-0001039,2024-10-23,CUST-00106,PROD-0075,5,497.92,Credit Card,Shipped,0.0,,0.0,Social Media,2489.6,2489.6,2024-10,Footwear Item 75,Clothing,Footwear,98.14,64.86,BrandB,Gold,North,New York,2165.2999999999997,86.97
TXN-0001040,2024-10-05,CUST-00814,PROD-0132,3,268.87,Credit Card,Shipped,0.0,,0.0,Website,806.61,806.61,2024-10,Kitchen Item 132,Home & Garden,Kitchen,286.39,173.86,BrandC,Bronze,East,New York,285.03,35.34
TXN-0001041,2024-09-11,CUST-01068,PROD-0093,1,421.62,Credit Card,Shipped,0.0,,0.0,Marketplace,421.62,421.62,2024-09,Water Sports Item 93,Sports,Water Sports,238.43,163.63,BrandD,Bronze,East,San Diego,257.99,61.19
TXN-0001042,2024-07-26,CUST-00063,PROD-0010,4,83.18,PayPal,Completed,0.0,,0.0,Website,332.72,332.72,2024-07,Audio Item 10,Electronics,Audio,139.8,56.74,BrandC,Gold,Central,Austin,105.76000000000002,31.79
TXN-0001043,2024-10-04,CUST-00168,PROD-0051,4,336.38,PayPal,Completed,0.0,,0.0,Website,1345.52,1345.52,2024-10,Women Item 51,Clothing,Women,227.52,101.69,BrandD,Gold,East,Phoenix,938.76,69.77
TXN-0001044,2024-08-30,CUST-00862,PROD-0093,3,457.17,Credit Card,Shipped,0.0,FLASH30,411.45,Mobile App,1371.51,960.06,2024-08,Water Sports Item 93,Sports,Water Sports,238.43,163.63,BrandD,Silver,West,Los Angeles,469.16999999999996,48.87
TXN-0001045,2024-06-19,CUST-00567,PROD-0038,1,270.68,Apple Pay,Shipped,0.0,,0.0,Marketplace,270.68,270.68,2024-06,Team Sports Item 38,Sports,Team Sports,144.94,96.22,BrandD,Bronze,South,Chicago,174.46,64.45
TXN-0001046,2024-08-31,CUST-00528,PROD-0129,5,151.43,Credit Card,Completed,0.0,SAVE10,75.72,Marketplace,757.1500000000001,681.4300000000001,2024-08,Footwear Item 129,Clothing,Footwear,257.17,150.68,BrandB,Bronze,West,Chicago,-71.97000000000003,-10.56
TXN-0001047,2024-10-12,CUST-00163,PROD-0136,4,72.43,Credit Card,Completed,0.0,FLASH30,86.92,Marketplace,289.72,202.8,2024-10,Laptops Item 136,Electronics,Laptops,175.89,114.55,BrandD,Platinum,West,Philadelphia,-255.39999999999998,-125.94
TXN-0001048,2024-10-26,CUST-00642,PROD-0102,2,155.0,PayPal,Completed,0.0,SUMMER20,62.0,Mobile App,310.0,248.0,2024-10,Accessories Item 102,Electronics,Accessories,35.5,19.55,BrandD,Silver,South,New York,208.9,84.23
TXN-0001049,2024-06-27,CUST-00151,PROD-0081,2,183.88,PayPal,Refunded,0.0,WELCOME15,55.16,Website,367.76,312.6,2024-06,Furniture Item 81,Home & Garden,Furniture,173.16,114.65,Generic,Silver,Central,Chicago,83.30000000000001,26.65
TXN-0001050,2024-10-26,CUST-00612,PROD-0083,5,357.87,Apple Pay,Completed,0.0,,0.0,Marketplace,1789.35,1789.35,2024-10,Furniture Item 83,Home & Garden,Furniture,84.46,51.59,BrandC,Bronze,East,San Antonio,1531.3999999999999,85.58
TXN-0001051,2024-06-25,CUST-00908,PROD-0143,5,97.51,Credit Card,Completed,0.0,,0.0,Mobile App,487.55,487.55,2024-06,Fitness Item 143,Sports,Fitness,276.91,170.32,BrandA,Bronze,Central,Phoenix,-364.0499999999999,-74.67
TXN-0001052,2024-09-12,CUST-00321,PROD-0031,1,61.98,Credit Card,Completed,9.99,,0.0,In-Store,61.98,71.97,2024-09,Accessories Item 31,Clothing,Accessories,250.34,157.85,BrandD,Silver,West,Dallas,-85.88,-119.33
TXN-0001053,2024-05-13,CUST-00621,PROD-0021,1,199.59,Debit Card,Completed,0.0,,0.0,Website,199.59,199.59,2024-05,Furniture Item 21,Home & Garden,Furniture,376.49,165.76,BrandA,Silver,East,Philadelphia,33.83000000000001,16.95
TXN-0001054,2024-07-23,CUST-01192,PROD-0131,3,234.73,Credit Card,Completed,0.0,,0.0,Website,704.1899999999999,704.1899999999999,2024-07,Cycling Item 131,Sports,Cycling,160.08,109.97,BrandE,Silver,North,San Antonio,374.28,53.15
TXN-0001055,2024-01-01,CUST-00835,PROD-0126,5,317.9,Credit Card,Refunded,0.0,,0.0,Mobile App,1589.5,1589.5,2024-01,Women Item 126,Clothing,Women,246.95,128.52,BrandA,Silver,North,Los Angeles,946.9,59.57
TXN-0001056,2024-10-02,CUST-00992,PROD-0035,5,356.68,Debit Card,Refunded,0.0,,0.0,Website,1783.4,1783.4,2024-10,Water Sports Item 35,Sports,Water Sports,38.97,25.33,BrandE,Silver,South,San Diego,1656.75,92.9
TXN-0001057,2024-08-01,CUST-00543,PROD-0144,2,445.74,Credit Card,Completed,0.0,,0.0,Website,891.48,891.48,2024-08,Furniture Item 144,Home & Garden,Furniture,167.44,107.99,BrandE,Bronze,West,San Diego,675.5,75.77
TXN-0001058,2024-09-27,CUST-00913,PROD-0045,5,151.58,Credit Card,Completed,0.0,,0.0,Mobile App,757.9000000000001,757.9000000000001,2024-09,Water Sports Item 45,Sports,Water Sports,320.28,137.05,BrandD,Platinum,Central,Houston,72.65000000000009,9.59
TXN-0001059,2024-09-18,CUST-00046,PROD-0059,2,269.01,Credit Card,Processing,0.0,,0.0,Social Media,538.02,538.02,2024-09,Team Sports Item 59,Sports,Team Sports,374.69,206.95,BrandC,Bronze,West,San Antonio,124.12,23.07
TXN-0001060,2024-08-29,CUST-00149,PROD-0012,2,189.35,Credit Card,Cancelled,0.0,,0.0,Website,378.7,378.7,2024-08,Garden Item 12,Home & Garden,Garden,361.35,193.48,BrandB,Bronze,North,Los Angeles,-8.259999999999991,-2.18
TXN-0001061,2024-06-25,CUST-00253,PROD-0140,2,10.69,Credit Card,Completed,7.99,,0.0,Website,21.38,29.369999999999997,2024-06,Men Item 140,Clothing,Men,272.1,146.83,BrandD,Silver,South,Chicago,-264.29,-899.86
TXN-0001062,2024-02-22,CUST-00525,PROD-0033,3,293.91,Debit Card,Completed,0.0,,0.0,Social Media,881.73,881.73,2024-02,Cycling Item 33,Sports,Cycling,186.68,83.58,BrandD,Silver,West,Austin,630.99,71.56
TXN-0001063,2024-08-01,CUST-00998,PROD-0021,2,409.73,Credit Card,Processing,0.0,,0.0,Social Media,819.46,819.46,2024-08,Furniture Item 21,Home & Garden,Furniture,376.49,165.76,BrandA,Bronze,South,Philadelphia,487.94000000000005,59.54
TXN-0001064,2024-09-25,CUST-00428,PROD-0060,1,27.85,Apple Pay,Refunded,9.99,,0.0,Website,27.85,37.84,2024-09,Water Sports Item 60,Sports,Water Sports,374.15,247.27,BrandE,Bronze,Central,San Diego,-209.43,-553.46
TXN-0001065,2024-09-25,CUST-00801,PROD-0052,1,11.7,Credit Card,Completed,5.99,,0.0,Mobile App,11.7,17.689999999999998,2024-09,Bedding Item 52,Home & Garden,Bedding,269.56,183.32,BrandA,Bronze,West,Los Angeles,-165.63,-936.29
TXN-0001066,2024-08-08,CUST-00854,PROD-0123,2,366.62,Apple Pay,Refunded,0.0,,0.0,Website,733.24,733.24,2024-08,Water Sports Item 123,Sports,Water Sports,353.44,194.12,BrandD,Bronze,Central,Dallas,345.0,47.05
TXN-0001067,2024-10-11,CUST-00738,PROD-0106,1,345.08,Debit Card,Processing,0.0,,0.0,Social Media,345.08,345.08,2024-10,Accessories Item 106,Electronics,Accessories,392.7,186.96,BrandC,Silver,Central,Philadelphia,158.11999999999998,45.82
TXN-0001068,2024-10-20,CUST-00444,PROD-0100,2,208.86,Credit Card,Refunded,0.0,,0.0,Mobile App,417.72,417.72,2024-10,Water Sports Item 100,Sports,Water Sports,311.23,197.15,BrandE,Bronze,East,Chicago,23.420000000000016,5.61
TXN-0001069,2024-10-01,CUST-00730,PROD-0071,1,334.18,Credit Card,Processing,0.0,,0.0,Mobile App,334.18,334.18,2024-10,Audio Item 71,Electronics,Audio,355.43,202.03,BrandB,Gold,South,San Antonio,132.15,39.54
TXN-0001070,2024-10-07,CUST-00427,PROD-0135,1,477.15,Credit Card,Cancelled,0.0,SUMMER20,95.43,Marketplace,477.15,381.71999999999997,2024-10,Accessories Item 135,Clothing,Accessories,266.36,176.92,BrandD,Gold,East,Chicago,204.79999999999998,53.65
TXN-0001071,2024-10-06,CUST-00098,PROD-0062,1,131.44,Debit Card,Completed,0.0,,0.0,In-Store,131.44,131.44,2024-10,Bedding Item 62,Home & Garden,Bedding,161.3,79.85,BrandE,Bronze,North,Philadelphia,51.59,39.25
TXN-0001072,2024-10-12,CUST-01192,PROD-0088,1,130.49,Credit Card,Completed,0.0,,0.0,Website,130.49,130.49,2024-10,Cycling Item 88,Sports,Cycling,170.7,101.06,BrandA,Silver,North,San Antonio,29.430000000000007,22.55
TXN-0001073,2024-10-25,CUST-00151,PROD-0024,3,101.24,Debit Card,Completed,0.0,SUMMER20,60.74,Website,303.71999999999997,242.97999999999996,2024-10,Bedding Item 24,Home & Garden,Bedding,355.39,185.48,Generic,Silver,Central,Chicago,-313.46,-129.01
TXN-0001074,2024-10-26,CUST-00084,PROD-0040,2,364.74,Debit Card,Completed,0.0,,0.0,Mobile App,729.48,729.48,2024-10,Decor Item 40,Home & Garden,Decor,248.27,171.09,BrandB,Bronze,East,San Antonio,387.3,53.09
TXN-0001075,2024-02-07,CUST-01031,PROD-0076,3,183.05,PayPal,Completed,0.0,,0.0,Mobile App,549.1500000000001,549.1500000000001,2024-02,Men Item 76,Clothing,Men,152.92,97.34,BrandC,Bronze,North,Philadelphia,257.1300000000001,46.82
TXN-0001076,2024-09-24,CUST-00370,PROD-0136,1,494.45,Debit Card,Refunded,0.0,,0.0,Mobile App,494.45,494.45,2024-09,Laptops Item 136,Electronics,Laptops,175.89,114.55,BrandD,Silver,South,Austin,379.9,76.83
TXN-0001077,2024-09-28,CUST-00798,PROD-0009,1,360.17,Credit Card,Cancelled,0.0,VIP25,90.04,Mobile App,360.17,270.13,2024-09,Bedding Item 9,Home & Garden,Bedding,308.36,170.31,Generic,Silver,East,New York,99.82,36.95
TXN-0001078,2024-08-20,CUST-00398,PROD-0003,3,190.0,Apple Pay,Completed,0.0,,0.0,Website,570.0,570.0,2024-08,Furniture Item 3,Home & Garden,Furniture,50.71,21.75,BrandE,Bronze,South,San Diego,504.75,88.55
TXN-0001079,2024-10-13,CUST-00501,PROD-0021,2,83.09,PayPal,Completed,0.0,,0.0,Marketplace,166.18,166.18,2024-10,Furniture Item 21,Home & Garden,Furniture,376.49,165.76,BrandA,Gold,East,Austin,-165.33999999999997,-99.49
TXN-0001080,2024-05-01,CUST-00327,PROD-0095,1,300.08,Bank Transfer,Completed,0.0,,0.0,In-Store,300.08,300.08,2024-05,Bedding Item 95,Home & Garden,Bedding,35.16,20.72,BrandA,Silver,South,Houston,279.36,93.1
TXN-0001081,2024-07-27,CUST-00428,PROD-0016,4,154.49,Credit Card,Cancelled,0.0,,0.0,Marketplace,617.96,617.96,2024-07,Women Item 16,Clothing,Women,171.47,93.35,BrandA,Bronze,Central,San Diego,244.56000000000006,39.58
TXN-0001082,2024-10-22,CUST-00539,PROD-0107,4,453.69,Apple Pay,Cancelled,0.0,,0.0,Mobile App,1814.76,1814.76,2024-10,Accessories Item 107,Clothing,Accessories,392.62,213.41,BrandB,Platinum,North,Los Angeles,961.12,52.96
TXN-0001083,2024-09-25,CUST-00871,PROD-0093,2,226.28,Apple Pay,Completed,0.0,SUMMER20,90.51,Website,452.56,362.05,2024-09,Water Sports Item 93,Sports,Water Sports,238.43,163.63,BrandD,Silver,South,New York,34.79000000000002,9.61
TXN-0001084,2024-06-23,CUST-00644,PROD-0133,1,153.39,Debit Card,Completed,0.0,,0.0,Mobile App,153.39,153.39,2024-06,Tablets Item 133,Electronics,Tablets,370.74,221.26,BrandB,Silver,Central,Austin,-67.87,-44.25
TXN-0001085,2024-05-07,CUST-01130,PROD-0139,4,298.38,Debit Card,Refunded,0.0,,0.0,Website,1193.52,1193.52,2024-05,Women Item 139,Clothing,Women,198.82,135.35,BrandC,Gold,Central,San Diego,652.12,54.64
TXN-0001086,2024-09-20,CUST-00048,PROD-0079,1,77.11,Google Pay,Cancelled,12.99,,0.0,Mobile App,77.11,90.1,2024-09,Fitness Item 79,Sports,Fitness,320.34,139.13,Generic,Bronze,Central,Los Angeles,-49.03,-54.42
TXN-0001087,2024-08-31,CUST-00638,PROD-0070,1,285.15,Bank Transfer,Refunded,0.0,,0.0,Marketplace,285.15,285.15,2024-08,Cycling Item 70,Sports,Cycling,155.82,99.29,BrandC,Platinum,Central,Houston,185.85999999999996,65.18
TXN-0001088,2024-10-17,CUST-00738,PROD-0048,1,37.48,Debit Card,Completed,5.99,,0.0,Website,37.48,43.47,2024-10,Accessories Item 48,Clothing,Accessories,54.5,22.0,BrandD,Silver,Central,Philadelphia,21.47,49.39
TXN-0001089,2024-01-18,CUST-01103,PROD-0015,1,307.37,Credit Card,Shipped,0.0,,0.0,Mobile App,307.37,307.37,2024-01,Outdoor Item 15,Sports,Outdoor,177.42,85.8,BrandA,Silver,North,Phoenix,221.57,72.09
TXN-0001090,2024-10-12,CUST-00050,PROD-0034,2,269.77,Apple Pay,Completed,0.0,,0.0,Website,539.54,539.54,2024-10,Decor Item 34,Home & Garden,Decor,119.61,59.32,BrandA,Platinum,North,Houston,420.9,78.01
TXN-0001091,2024-05-09,CUST-00727,PROD-0060,4,265.17,Credit Card,Completed,0.0,,0.0,Website,1060.68,1060.68,2024-05,Water Sports Item 60,Sports,Water Sports,374.15,247.27,BrandE,Bronze,West,Phoenix,71.60000000000002,6.75
TXN-0001092,2024-08-26,CUST-01009,PROD-0002,1,345.23,Credit Card,Processing,0.0,,0.0,Website,345.23,345.23,2024-08,Footwear Item 2,Clothing,Footwear,246.78,140.26,BrandD,Gold,Central,Philadelphia,204.97000000000003,59.37
TXN-0001093,2024-09-01,CUST-00302,PROD-0080,1,31.77,Bank Transfer,Processing,5.99,VIP25,7.94,Mobile App,31.77,29.82,2024-09,Kitchen Item 80,Home & Garden,Kitchen,382.13,231.59,BrandA,Platinum,East,Houston,-201.77,-676.63
TXN-0001094,2024-09-14,CUST-01024,PROD-0019,2,235.26,Apple Pay,Cancelled,0.0,,0.0,Website,470.52,470.52,2024-09,Kids Item 19,Clothing,Kids,167.38,100.68,BrandD,Bronze,West,New York,269.15999999999997,57.2
TXN-0001095,2024-10-12,CUST-00017,PROD-0049,1,227.57,Google Pay,Completed,0.0,,0.0,Mobile App,227.57,227.57,2024-10,Fitness Item 49,Sports,Fitness,237.15,143.7,BrandB,Gold,East,New York,83.87,36.85
TXN-0001096,2024-10-16,CUST-00882,PROD-0078,1,235.28,Debit Card,Completed,0.0,,0.0,Mobile App,235.28,235.28,2024-10,Water Sports Item 78,Sports,Water Sports,279.15,152.72,BrandA,Bronze,East,San Diego,82.56,35.09
TXN-0001097,2024-10-13,CUST-01113,PROD-0028,2,490.14,Debit Card,Refunded,0.0,,0.0,Website,980.28,980.28,2024-10,Kids Item 28,Clothing,Kids,181.05,123.96,BrandE,Gold,North,Los Angeles,732.36,74.71
TXN-0001098,2024-10-15,CUST-00804,PROD-0048,1,78.24,Bank Transfer,Processing,5.99,FLASH30,23.47,Mobile App,78.24,60.76,2024-10,Accessories Item 48,Clothing,Accessories,54.5,22.0,BrandD,Bronze,South,New York,38.76,63.79
TXN-0001099,2024-07-29,CUST-00571,PROD-0096,1,348.3,Credit Card,Shipped,0.0,SAVE10,34.83,Marketplace,348.3,313.47,2024-07,Kids Item 96,Clothing,Kids,134.44,80.24,BrandB,Bronze,East,Dallas,233.23000000000002,74.4
TXN-0001100,2024-10-02,CUST-00049,PROD-0109,1,206.97,PayPal,Completed,0.0,,0.0,Mobile App,206.97,206.97,2024-10,Water Sports Item 109,Sports,Water Sports,156.43,99.99,BrandA,Bronze,South,San Antonio,106.98,51.69
TXN-0001101,2024-10-24,CUST-01103,PROD-0073,3,260.74,Debit Card,Processing,0.0,,0.0,Website,782.22,782.22,2024-10,Furniture Item 73,Home & Garden,Furniture,280.76,130.6,BrandB,Silver,North,Phoenix,390.4200000000001,49.91
TXN-0001102,2024-04-02,CUST-00602,PROD-0100,5,383.56,Credit Card,Processing,0.0,,0.0,Mobile App,1917.8,1917.8,2024-04,Water Sports Item 100,Sports,Water Sports,311.23,197.15,BrandE,Silver,West,Houston,932.05,48.6
TXN-0001103,2024-06-20,CUST-00031,PROD-0029,2,87.1,Credit Card,Completed,0.0,WELCOME15,26.13,Website,174.2,148.07,2024-06,Water Sports Item 29,Sports,Water Sports,275.77,185.0,BrandE,Bronze,North,San Antonio,-221.93,-149.88
TXN-0001104,2024-05-23,CUST-00839,PROD-0058,1,384.15,Credit Card,Completed,0.0,,0.0,Mobile App,384.15,384.15,2024-05,Accessories Item 58,Clothing,Accessories,374.07,182.38,BrandD,Bronze,West,Chicago,201.76999999999998,52.52
TXN-0001105,2024-01-01,CUST-00623,PROD-0048,5,44.45,Debit Card,Processing,0.0,,0.0,Website,222.25,222.25,2024-01,Accessories Item 48,Clothing,Accessories,54.5,22.0,BrandD,Bronze,South,San Antonio,112.25,50.51
TXN-0001106,2024-10-16,CUST-00151,PROD-0023,4,246.81,Credit Card,Cancelled,0.0,,0.0,Website,987.24,987.24,2024-10,Footwear Item 23,Clothing,Footwear,28.87,14.75,BrandB,Silver,Central,Chicago,928.24,94.02
TXN-0001107,2024-09-27,CUST-00269,PROD-0027,4,373.6,Debit Card,Processing,0.0,,0.0,Website,1494.4,1494.4,2024-09,Smartphones Item 27,Electronics,Smartphones,244.68,123.25,BrandD,Silver,Central,Philadelphia,1001.4000000000001,67.01
TXN-0001108,2024-08-03,CUST-00075,PROD-0007,1,104.34,Debit Card,Completed,0.0,VIP25,26.08,Social Media,104.34,78.26,2024-08,Cycling Item 7,Sports,Cycling,168.77,78.61,BrandE,Silver,East,Los Angeles,-0.3499999999999943,-0.45
TXN-0001109,2024-08-17,CUST-00728,PROD-0049,1,387.74,PayPal,Refunded,0.0,,0.0,Social Media,387.74,387.74,2024-08,Fitness Item 49,Sports,Fitness,237.15,143.7,BrandB,Bronze,East,Los Angeles,244.04000000000002,62.94
TXN-0001110,2024-10-17,CUST-00771,PROD-0109,1,91.73,Credit Card,Completed,7.99,,0.0,In-Store,91.73,99.72,2024-10,Water Sports Item 109,Sports,Water Sports,156.43,99.99,BrandA,Silver,South,Phoenix,-0.269999999999996,-0.27
TXN-0001111,2024-07-18,CUST-00641,PROD-0068,4,401.62,PayPal,Completed,0.0,,0.0,Mobile App,1606.48,1606.48,2024-07,Tablets Item 68,Electronics,Tablets,318.62,130.64,Generic,Bronze,Central,Houston,1083.92,67.47
TXN-0001112,2024-10-12,CUST-00960,PROD-0073,1,239.77,Credit Card,Completed,0.0,,0.0,Marketplace,239.77,239.77,2024-10,Furniture Item 73,Home & Garden,Furniture,280.76,130.6,BrandB,Gold,West,Philadelphia,109.17000000000002,45.53
TXN-0001113,2024-10-12,CUST-01013,PROD-0101,2,345.46,Credit Card,Completed,0.0,,0.0,Mobile App,690.92,690.92,2024-10,Bedding Item 101,Home & Garden,Bedding,374.7,229.85,BrandA,Bronze,North,Philadelphia,231.21999999999997,33.47
TXN-0001114,2024-09-11,CUST-00768,PROD-0008,5,459.52,Credit Card,Completed,0.0,WELCOME15,344.64,Mobile App,2297.6,1952.96,2024-09,Bedding Item 8,Home & Garden,Bedding,346.4,139.75,Generic,Bronze,North,New York,1254.21,64.22
TXN-0001115,2024-09-04,CUST-00012,PROD-0053,2,210.12,PayPal,Completed,0.0,,0.0,Marketplace,420.24,420.24,2024-09,Garden Item 53,Home & Garden,Garden,62.88,38.14,BrandC,Silver,Central,San Antonio,343.96000000000004,81.85
