transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,payment_method,order_status,shipping_cost,discount_code,discount_amount,sales_channel,subtotal,total,transaction_month
TXN-0001234,2024-10-26,CUST-00700,PROD-0107,4,246.55,PayPal,Cancelled,0.0,,0.0,Mobile App,986.2,986.2,2024-10
TXN-0001235,2024-08-25,CUST-00012,PROD-0050,1,262.5,PayPal,Cancelled,0.0,,0.0,Website,262.5,262.5,2024-08
TXN-0001236,2024-09-30,CUST-00843,PROD-0017,1,10.66,PayPal,Shipped,9.99,,0.0,Mobile App,10.66,20.65,2024-09
TXN-0001237,2024-06-30,CUST-00464,PROD-0032,5,311.77,Credit Card,Completed,0.0,SAVE10,155.88,Website,1558.85,1402.9699999999998,2024-06
TXN-0001238,2024-09-19,CUST-01127,PROD-0017,1,498.7,Apple Pay,Shipped,0.0,,0.0,Website,498.7,498.7,2024-09
TXN-0001239,2024-04-04,CUST-00961,PROD-0034,2,153.07,Credit Card,Completed,0.0,,0.0,Mobile App,306.14,306.14,2024-04
TXN-0001240,2024-10-15,CUST-00741,PROD-0035,1,319.09,Credit Card,Shipped,0.0,,0.0,Mobile App,319.09,319.09,2024-10
TXN-0001241,2024-06-28,CUST-00313,PROD-0146,1,12.25,Credit Card,Completed,7.99,SAVE10,1.23,Website,12.25,19.009999999999998,2024-06
TXN-0001242,2024-07-30,CUST-00255,PROD-0050,1,306.11,Credit Card,Cancelled,0.0,,0.0,Social Media,306.11,306.11,2024-07
TXN-0001243,2024-07-31,CUST-00424,PROD-0103,1,229.05,Debit Card,Completed,0.0,,0.0,Website,229.05,229.05,2024-07
TXN-0001244,2024-07-08,CUST-00612,PROD-0033,2,269.83,Credit Card,Completed,0.0,,0.0,Mobile App,539.66,539.66,2024-07
TXN-0001245,2024-08-03,CUST-00364,PROD-0089,1,276.5,Credit Card,Cancelled,0.0,FLASH30,82.95,Website,276.5,193.55,2024-08
TXN-0001246,2024-08-29,CUST-00652,PROD-0129,1,96.7,Credit Card,Completed,9.99,,0.0,Website,96.7,106.69,2024-08
TXN-0001247,2024-10-19,CUST-00205,PROD-0085,1,387.27,PayPal,Processing,0.0,,0.0,In-Store,387.27,387.27,2024-10
TXN-0001248,2024-10-26,CUST-01170,PROD-0059,4,282.17,Debit Card,Cancelled,0.0,,0.0,Social Media,1128.68,1128.68,2024-10
TXN-0001249,2024-05-28,CUST-00133,PROD-0010,4,142.39,Debit Card,Completed,0.0,,0.0,Website,569.56,569.56,2024-05
TXN-0001250,2024-08-31,CUST-01112,PROD-0057,2,469.31,PayPal,Completed,0.0,,0.0,Social Media,938.62,938.62,2024-08
TXN-0001251,2024-07-24,CUST-01091,PROD-0066,1,16.25,Debit Card,Processing,12.99,,0.0,Website,16.25,29.240000000000002,2024-07
TXN-0001252,2024-09-18,CUST-00667,PROD-0119,2,365.7,Credit Card,Processing,0.0,,0.0,Marketplace,731.4,731.4,2024-09
TXN-0001253,2024-10-20,CUST-00872,PROD-0112,1,196.8,Google Pay,Processing,0.0,,0.0,Mobile App,196.8,196.8,2024-10
TXN-0001254,2024-10-19,CUST-00566,PROD-0015,1,266.04,Credit Card,Completed,0.0,,0.0,Website,266.04,266.04,2024-10
TXN-0001255,2024-08-19,CUST-00783,PROD-0013,1,152.83,Credit Card,Completed,0.0,,0.0,Social Media,152.83,152.83,2024-08
TXN-0001256,2024-09-24,CUST-00424,PROD-0114,5,167.4,Debit Card,Shipped,0.0,,0.0,Mobile App,837.0,837.0,2024-09
TXN-0001257,2024-10-14,CUST-00369,PROD-0118,1,17.42,PayPal,Shipped,5.99,,0.0,Website,17.42,23.410000000000004,2024-10
TXN-0001258,2024-09-17,CUST-00731,PROD-0142,1,367.61,Apple Pay,Processing,0.0,,0.0,Website,367.61,367.61,2024-09
TXN-0001259,2024-10-24,CUST-00636,PROD-0114,1,358.28,Credit Card,Completed,0.0,VIP25,89.57,Social Media,358.28,268.71,2024-10
TXN-0001260,2024-09-05,CUST-00733,PROD-0034,2,330.63,PayPal,Completed,0.0,,0.0,Marketplace,661.26,661.26,2024-09
TXN-0001261,2024-10-09,CUST-00352,PROD-0101,1,440.19,PayPal,Completed,0.0,,0.0,Website,440.19,440.19,2024-10
TXN-0001262,2024-07-24,CUST-00454,PROD-0025,1,451.61,Credit Card,Completed,0.0,,0.0,Website,451.61,451.61,2024-07
TXN-0001263,2024-10-05,CUST-00098,PROD-0112,4,282.65,Credit Card,Completed,0.0,SAVE10,113.06,Website,1130.6,1017.54,2024-10
TXN-0001264,2024-09-21,CUST-00056,PROD-0054,1,345.55,PayPal,Completed,0.0,SAVE10,34.56,Website,345.55,310.99,2024-09
TXN-0001265,2024-10-27,CUST-00313,PROD-0012,2,15.38,Credit Card,Completed,12.99,SAVE10,3.08,Website,30.76,40.67,2024-10
TXN-0001266,2024-10-23,CUST-00084,PROD-0126,3,424.7,Credit Card,Completed,0.0,,0.0,Mobile App,1274.1,1274.1,2024-10
TXN-0001267,2024-09-28,CUST-00128,PROD-0137,3,410.03,Credit Card,Completed,0.0,,0.0,Website,1230.09,1230.09,2024-09
TXN-0001268,2024-09-18,CUST-00959,PROD-0031,3,19.91,Credit Card,Refunded,9.99,,0.0,Website,59.730000000000004,69.72,2024-09
TXN-0001269,2024-09-03,CUST-00044,PROD-0078,1,275.97,Credit Card,Cancelled,0.0,VIP25,68.99,Mobile App,275.97,206.98000000000002,2024-09
TXN-0001270,2024-10-07,CUST-00807,PROD-0053,1,454.25,Credit Card,Completed,0.0,,0.0,Website,454.25,454.25,2024-10
TXN-0001271,2024-08-17,CUST-00337,PROD-0112,2,98.87,Credit Card,Shipped,0.0,SAVE10,19.77,Marketplace,197.74,177.97,2024-08
TXN-0001272,2024-07-01,CUST-01020,PROD-0043,5,182.79,Google Pay,Completed,0.0,,0.0,Website,913.9499999999999,913.9499999999999,2024-07
TXN-0001273,2024-07-29,CUST-00623,PROD-0042,1,172.21,Credit Card,Completed,0.0,,0.0,Mobile App,172.21,172.21,2024-07
TXN-0001274,2024-10-25,CUST-00373,PROD-0124,5,184.4,Debit Card,Processing,0.0,,0.0,Mobile App,922.0,922.0,2024-10
TXN-0001275,2024-09-18,CUST-00654,PROD-0067,2,30.51,Google Pay,Cancelled,7.99,WELCOME15,9.15,Website,61.02,59.86000000000001,2024-09
TXN-0001276,2024-10-21,CUST-00483,PROD-0066,1,146.71,Apple Pay,Shipped,0.0,,0.0,Social Media,146.71,146.71,2024-10
TXN-0001277,2024-10-11,CUST-00710,PROD-0144,3,154.47,Credit Card,Shipped,0.0,,0.0,Mobile App,463.40999999999997,463.40999999999997,2024-10
TXN-0001278,2024-02-11,CUST-00136,PROD-0083,1,434.27,Credit Card,Completed,0.0,WELCOME15,65.14,Website,434.27,369.13,2024-02
TXN-0001279,2024-10-18,CUST-01195,PROD-0094,2,182.53,Debit Card,Cancelled,0.0,FLASH30,109.52,Social Media,365.06,255.54000000000002,2024-10
TXN-0001280,2024-09-16,CUST-00559,PROD-0105,2,229.13,Google Pay,Refunded,0.0,,0.0,Marketplace,458.26,458.26,2024-09
TXN-0001281,2024-08-31,CUST-00430,PROD-0144,3,196.55,Credit Card,Cancelled,0.0,,0.0,Mobile App,589.6500000000001,589.6500000000001,2024-08
TXN-0001282,2024-08-16,CUST-00857,PROD-0031,4,69.12,Credit Card,Completed,0.0,,0.0,Website,276.48,276.48,2024-08
TXN-0001283,2024-09-08,CUST-00451,PROD-0118,1,495.26,Apple Pay,Processing,0.0,FLASH30,148.58,Website,495.26,346.67999999999995,2024-09
TXN-0001284,2024-10-27,CUST-00981,PROD-0028,5,414.64,Debit Card,Cancelled,0.0,,0.0,Mobile App,2073.2,2073.2,2024-10
TXN-0001285,2024-10-04,CUST-00593,PROD-0004,1,275.04,PayPal,Cancelled,0.0,,0.0,Website,275.04,275.04,2024-10
TXN-0001286,2024-09-14,CUST-00871,PROD-0138,2,243.41,PayPal,Cancelled,0.0,SAVE10,48.68,Mobile App,486.82,438.14,2024-09
TXN-0001287,2024-10-22,CUST-00132,PROD-0018,2,328.12,Credit Card,Completed,0.0,,0.0,Mobile App,656.24,656.24,2024-10
TXN-0001288,2024-10-02,CUST-00998,PROD-0047,3,169.94,Debit Card,Completed,0.0,,0.0,Mobile App,509.82,509.82,2024-10
TXN-0001289,2024-10-25,CUST-00884,PROD-0009,4,34.63,Debit Card,Cancelled,0.0,,0.0,Mobile App,138.52,138.52,2024-10
TXN-0001290,2024-10-23,CUST-00266,PROD-0029,2,208.11,PayPal,Shipped,0.0,,0.0,Social Media,416.22,416.22,2024-10
TXN-0001291,2024-09-27,CUST-00175,PROD-0144,1,492.14,Apple Pay,Completed,0.0,,0.0,In-Store,492.14,492.14,2024-09
TXN-0001292,2024-10-19,CUST-00388,PROD-0092,2,99.34,PayPal,Shipped,0.0,,0.0,Mobile App,198.68,198.68,2024-10
TXN-0001293,2024-09-07,CUST-01169,PROD-0149,5,268.57,Credit Card,Completed,0.0,,0.0,Website,1342.85,1342.85,2024-09
TXN-0001294,2024-08-18,CUST-00318,PROD-0064,4,14.17,PayPal,Shipped,5.99,,0.0,Marketplace,56.68,62.67,2024-08
TXN-0001295,2024-07-23,CUST-00593,PROD-0111,2,69.79,Debit Card,Processing,0.0,,0.0,Website,139.58,139.58,2024-07
TXN-0001296,2024-10-14,CUST-00032,PROD-0124,3,297.71,Debit Card,Shipped,0.0,,0.0,Website,893.1299999999999,893.1299999999999,2024-10
TXN-0001297,2024-10-17,CUST-00520,PROD-0110,2,155.72,Credit Card,Cancelled,0.0,,0.0,Mobile App,311.44,311.44,2024-10
TXN-0001298,2024-10-21,CUST-00723,PROD-0118,5,453.78,PayPal,Shipped,0.0,,0.0,Mobile App,2268.8999999999996,2268.8999999999996,2024-10
TXN-0001299,2024-08-28,CUST-01144,PROD-0100,1,209.01,PayPal,Shipped,0.0,,0.0,Mobile App,209.01,209.01,2024-08
TXN-0001300,2024-08-15,CUST-00652,PROD-0031,2,111.93,Debit Card,Completed,0.0,SAVE10,22.39,Website,223.86,201.47000000000003,2024-08
TXN-0001301,2024-10-26,CUST-00961,PROD-0081,2,277.33,Apple Pay,Completed,0.0,SAVE10,55.47,Social Media,554.66,499.18999999999994,2024-10
TXN-0001302,2024-05-15,CUST-00693,PROD-0046,4,399.53,Credit Card,Completed,0.0,FLASH30,479.44,Marketplace,1598.12,1118.6799999999998,2024-05
TXN-0001303,2024-10-24,CUST-00046,PROD-0049,5,19.51,Credit Card,Completed,9.99,,0.0,Mobile App,97.55000000000001,107.54,2024-10
TXN-0001304,2024-09-11,CUST-00386,PROD-0042,1,257.69,Debit Card,Cancelled,0.0,WELCOME15,38.65,Website,257.69,219.04,2024-09
TXN-0001305,2024-08-14,CUST-00728,PROD-0112,1,388.97,Google Pay,Completed,0.0,,0.0,Mobile App,388.97,388.97,2024-08
TXN-0001306,2024-06-27,CUST-01141,PROD-0027,2,60.75,Credit Card,Completed,0.0,,0.0,Website,121.5,121.5,2024-06
TXN-0001307,2024-08-13,CUST-01013,PROD-0088,1,452.36,Credit Card,Completed,0.0,,0.0,Marketplace,452.36,452.36,2024-08
TXN-0001308,2024-07-22,CUST-00291,PROD-0121,1,139.6,Google Pay,Cancelled,0.0,,0.0,Marketplace,139.6,139.6,2024-07
TXN-0001309,2024-10-03,CUST-00274,PROD-0003,1,93.59,Apple Pay,Refunded,12.99,,0.0,Marketplace,93.59,106.58,2024-10
TXN-0001310,2024-07-18,CUST-00253,PROD-0060,2,298.73,Apple Pay,Cancelled,0.0,,0.0,Mobile App,597.46,597.46,2024-07
TXN-0001311,2024-10-22,CUST-01104,PROD-0079,3,95.76,Credit Card,Shipped,0.0,VIP25,71.82,Marketplace,287.28000000000003,215.46000000000004,2024-10
TXN-0001312,2024-06-14,CUST-01009,PROD-0145,1,343.04,Apple Pay,Refunded,0.0,,0.0,Marketplace,343.04,343.04,2024-06
TXN-0001313,2024-09-10,CUST-00922,PROD-0032,1,250.14,Debit Card,Shipped,0.0,SAVE10,25.01,Marketplace,250.14,225.13,2024-09
TXN-0001314,2024-07-18,CUST-00503,PROD-0007,3,63.87,Debit Card,Processing,0.0,,0.0,In-Store,191.60999999999999,191.60999999999999,2024-07
TXN-0001315,2024-09-21,CUST-00639,PROD-0071,2,457.11,Credit Card,Cancelled,0.0,SUMMER20,182.84,Marketplace,914.22,731.38,2024-09
TXN-0001316,2024-08-27,CUST-00600,PROD-0128,1,339.86,PayPal,Completed,0.0,,0.0,Website,339.86,339.86,2024-08
TXN-0001317,2024-09-13,CUST-00313,PROD-0058,4,277.53,Credit Card,Refunded,0.0,,0.0,Marketplace,1110.12,1110.12,2024-09
TXN-0001318,2024-08-10,CUST-00640,PROD-0112,5,193.42,Credit Card,Shipped,0.0,,0.0,Website,967.0999999999999,967.0999999999999,2024-08
TXN-0001319,2024-10-22,CUST-00032,PROD-0048,3,76.07,Debit Card,Shipped,0.0,,0.0,Mobile App,228.20999999999998,228.20999999999998,2024-10
TXN-0001320,2024-10-24,CUST-00158,PROD-0111,2,356.67,Credit Card,Completed,0.0,,0.0,Marketplace,713.34,713.34,2024-10
TXN-0001321,2024-10-10,CUST-01052,PROD-0071,2,408.68,Credit Card,Completed,0.0,,0.0,Website,817.36,817.36,2024-10
TXN-0001322,2024-10-17,CUST-00896,PROD-0075,1,71.64,Credit Card,Completed,5.99,,0.0,Website,71.64,77.63,2024-10
TXN-0001323,2024-06-26,CUST-00553,PROD-0074,1,252.33,PayPal,Completed,0.0,,0.0,Mobile App,252.33,252.33,2024-06
TXN-0001324,2024-10-13,CUST-00654,PROD-0121,2,247.56,Credit Card,Refunded,0.0,FLASH30,148.54,Social Media,495.12,346.58000000000004,2024-10
TXN-0001325,2024-03-18,CUST-00459,PROD-0055,1,181.45,PayPal,Completed,0.0,,0.0,Social Media,181.45,181.45,2024-03
TXN-0001326,2024-10-03,CUST-00886,PROD-0041,1,396.77,PayPal,Completed,0.0,,0.0,Marketplace,396.77,396.77,2024-10
TXN-0001327,2024-10-15,CUST-00926,PROD-0097,2,58.76,PayPal,Completed,0.0,,0.0,Social Media,117.52,117.52,2024-10
TXN-0001328,2024-07-26,CUST-00908,PROD-0148,2,110.45,Debit Card,Completed,0.0,,0.0,Marketplace,220.9,220.9,2024-07
TXN-0001329,2024-08-24,CUST-00871,PROD-0033,1,10.78,PayPal,Completed,9.99,,0.0,Website,10.78,20.77,2024-08
TXN-0001330,2024-09-16,CUST-00255,PROD-0034,5,192.75,Credit Card,Completed,0.0,,0.0,Website,963.75,963.75,2024-09
TXN-0001331,2024-09-09,CUST-00419,PROD-0062,3,152.67,Credit Card,Cancelled,0.0,,0.0,Website,458.01,458.01,2024-09
TXN-0001332,2024-08-12,CUST-00602,PROD-0019,4,434.82,PayPal,Refunded,0.0,,0.0,Website,1739.28,1739.28,2024-08
TXN-0001333,2024-10-12,CUST-00399,PROD-0010,1,375.44,Bank Transfer,Completed,0.0,,0.0,Marketplace,375.44,375.44,2024-10
TXN-0001334,2024-01-01,CUST-00902,PROD-0120,2,51.38,Credit Card,Processing,0.0,,0.0,Mobile App,102.76,102.76,2024-01
TXN-0001335,2024-03-21,CUST-00398,PROD-0123,4,373.06,Debit Card,Completed,0.0,,0.0,Marketplace,1492.24,1492.24,2024-03
TXN-0001336,2024-08-25,CUST-00165,PROD-0104,5,340.94,Google Pay,Completed,0.0,,0.0,Mobile App,1704.7,1704.7,2024-08
TXN-0001337,2024-10-14,CUST-00522,PROD-0141,1,148.03,Apple Pay,Cancelled,0.0,,0.0,Mobile App,148.03,148.03,2024-10
TXN-0001338,2024-08-20,CUST-01176,PROD-0005,5,17.57,Credit Card,Completed,12.99,WELCOME15,13.18,Website,87.85,87.65999999999998,2024-08
TXN-0001339,2024-10-23,CUST-00287,PROD-0058,3,66.42,Debit Card,Cancelled,0.0,,0.0,Marketplace,199.26,199.26,2024-10
TXN-0001340,2024-10-26,CUST-00763,PROD-0059,1,132.46,Credit Card,Completed,0.0,,0.0,Mobile App,132.46,132.46,2024-10
TXN-0001341,2024-10-10,CUST-00565,PROD-0128,1,410.13,PayPal,Shipped,0.0,,0.0,Website,410.13,410.13,2024-10
TXN-0001342,2024-09-20,CUST-00084,PROD-0086,1,237.99,Credit Card,Completed,0.0,,0.0,In-Store,237.99,237.99,2024-09
TXN-0001343,2024-06-28,CUST-00626,PROD-0104,5,460.0,PayPal,Cancelled,0.0,,0.0,Mobile App,2300.0,2300.0,2024-06
TXN-0001344,2024-08-11,CUST-00850,PROD-0143,1,396.67,Google Pay,Processing,0.0,,0.0,Website,396.67,396.67,2024-08
TXN-0001345,2024-08-07,CUST-00647,PROD-0129,1,150.67,Bank Transfer,Completed,0.0,,0.0,Mobile App,150.67,150.67,2024-08
TXN-0001346,2024-09-24,CUST-01020,PROD-0038,3,424.22,Apple Pay,Processing,0.0,,0.0,Website,1272.66,1272.66,2024-09
TXN-0001347,2024-10-02,CUST-00358,PROD-0107,3,67.19,Credit Card,Completed,0.0,,0.0,Marketplace,201.57,201.57,2024-10
TXN-0001348,2024-09-30,CUST-00103,PROD-0109,3,27.69,Credit Card,Processing,9.99,,0.0,Mobile App,83.07000000000001,93.06,2024-09
TXN-0001349,2024-02-07,CUST-01119,PROD-0053,2,308.17,Debit Card,Completed,0.0,,0.0,Social Media,616.34,616.34,2024-02
TXN-0001350,2024-10-25,CUST-00468,PROD-0052,2,177.44,Debit Card,Completed,0.0,,0.0,Website,354.88,354.88,2024-10
TXN-0001351,2024-06-28,CUST-00730,PROD-0001,3,171.41,Credit Card,Completed,0.0,,0.0,Marketplace,514.23,514.23,2024-06
TXN-0001352,2024-09-06,CUST-00931,PROD-0011,1,346.72,Credit Card,Cancelled,0.0,,0.0,Mobile App,346.72,346.72,2024-09
TXN-0001353,2024-09-23,CUST-00397,PROD-0058,1,426.54,Google Pay,Shipped,0.0,,0.0,Website,426.54,426.54,2024-09
TXN-0001354,2024-08-11,CUST-00862,PROD-0128,1,167.86,Apple Pay,Completed,0.0,,0.0,Website,167.86,167.86,2024-08
TXN-0001355,2024-09-17,CUST-00161,PROD-0044,1,169.25,Credit Card,Refunded,0.0,WELCOME15,25.39,Website,169.25,143.86,2024-09
TXN-0001356,2024-06-25,CUST-00363,PROD-0006,5,271.58,Credit Card,Cancelled,0.0,,0.0,Marketplace,1357.8999999999999,1357.8999999999999,2024-06
TXN-0001357,2024-06-11,CUST-00174,PROD-0008,3,330.05,Debit Card,Completed,0.0,,0.0,Website,990.1500000000001,990.1500000000001,2024-06
TXN-0001358,2024-09-25,CUST-00957,PROD-0005,4,109.41,Apple Pay,Completed,0.0,WELCOME15,65.65,Mobile App,437.64,371.99,2024-09
TXN-0001359,2024-10-08,CUST-00280,PROD-0106,1,457.2,Debit Card,Completed,0.0,,0.0,Mobile App,457.2,457.2,2024-10
TXN-0001360,2024-09-04,CUST-00865,PROD-0112,1,330.65,Google Pay,Completed,0.0,,0.0,Marketplace,330.65,330.65,2024-09
TXN-0001361,2024-06-03,CUST-01130,PROD-0017,1,316.32,PayPal,Completed,0.0,FLASH30,94.9,Marketplace,316.32,221.42,2024-06
TXN-0001362,2024-10-13,CUST-00671,PROD-0009,4,453.05,Google Pay,Cancelled,0.0,,0.0,Mobile App,1812.2,1812.2,2024-10
TXN-0001363,2024-08-30,CUST-00687,PROD-0078,1,454.55,PayPal,Refunded,0.0,,0.0,Website,454.55,454.55,2024-08
TXN-0001364,2024-08-29,CUST-00600,PROD-0014,5,76.41,Apple Pay,Processing,0.0,WELCOME15,57.31,Mobile App,382.04999999999995,324.73999999999995,2024-08
TXN-0001365,2024-08-09,CUST-00398,PROD-0113,2,81.08,Apple Pay,Completed,0.0,,0.0,Website,162.16,162.16,2024-08
TXN-0001366,2024-10-19,CUST-00611,PROD-0091,2,383.34,Credit Card,Processing,0.0,,0.0,Marketplace,766.68,766.68,2024-10
TXN-0001367,2024-08-13,CUST-00749,PROD-0025,1,478.86,Credit Card,Completed,0.0,,0.0,Mobile App,478.86,478.86,2024-08
TXN-0001368,2024-06-06,CUST-01182,PROD-0098,1,336.58,Apple Pay,Completed,0.0,,0.0,Website,336.58,336.58,2024-06
TXN-0001369,2024-10-16,CUST-01123,PROD-0003,1,211.54,Credit Card,Completed,0.0,,0.0,Mobile App,211.54,211.54,2024-10
TXN-0001370,2024-10-11,CUST-01013,PROD-0139,2,344.89,Debit Card,Shipped,0.0,WELCOME15,103.47,Website,689.78,586.31,2024-10
TXN-0001371,2024-03-28,CUST-01062,PROD-0112,1,122.11,Apple Pay,Refunded,0.0,SAVE10,12.21,Marketplace,122.11,109.9,2024-03
TXN-0001372,2024-10-16,CUST-00602,PROD-0146,2,498.99,Apple Pay,Processing,0.0,,0.0,Marketplace,997.98,997.98,2024-10
TXN-0001373,2024-07-04,CUST-00805,PROD-0047,5,221.22,Credit Card,Completed,0.0,,0.0,Website,1106.1,1106.1,2024-07
TXN-0001374,2024-09-17,CUST-01068,PROD-0050,1,466.52,Debit Card,Processing,0.0,,0.0,Marketplace,466.52,466.52,2024-09
TXN-0001375,2024-10-10,CUST-00503,PROD-0124,1,221.08,Debit Card,Completed,0.0,,0.0,Marketplace,221.08,221.08,2024-10
TXN-0001376,2024-06-27,CUST-01157,PROD-0090,2,464.78,Credit Card,Cancelled,0.0,,0.0,Website,929.56,929.56,2024-06
TXN-0001377,2024-09-22,CUST-00543,PROD-0067,1,174.48,Google Pay,Refunded,0.0,,0.0,Website,174.48,174.48,2024-09
TXN-0001378,2024-09-14,CUST-00749,PROD-0002,4,382.66,PayPal,Shipped,0.0,,0.0,Website,1530.64,1530.64,2024-09
TXN-0001379,2024-10-01,CUST-00855,PROD-0147,2,475.98,Bank Transfer,Completed,0.0,,0.0,Website,951.96,951.96,2024-10
TXN-0001380,2024-09-04,CUST-01141,PROD-0002,1,326.52,Credit Card,Shipped,0.0,,0.0,Website,326.52,326.52,2024-09
TXN-0001381,2024-10-17,CUST-00304,PROD-0065,2,342.0,Credit Card,Refunded,0.0,,0.0,Mobile App,684.0,684.0,2024-10
TXN-0001382,2024-09-28,CUST-00888,PROD-0091,5,60.4,Apple Pay,Completed,0.0,SUMMER20,60.4,Website,302.0,241.6,2024-09
TXN-0001383,2024-04-01,CUST-00656,PROD-0116,5,242.36,Debit Card,Completed,0.0,FLASH30,363.54,Website,1211.8000000000002,848.2600000000002,2024-04
TXN-0001384,2024-10-10,CUST-00334,PROD-0049,2,444.5,Credit Card,Completed,0.0,,0.0,Mobile App,889.0,889.0,2024-10
TXN-0001385,2024-08-24,CUST-00922,PROD-0069,2,128.04,Bank Transfer,Cancelled,0.0,,0.0,Website,256.08,256.08,2024-08
TXN-0001386,2024-10-04,CUST-00699,PROD-0132,3,396.29,Apple Pay,Completed,0.0,,0.0,Website,1188.8700000000001,1188.8700000000001,2024-10
TXN-0001387,2024-07-30,CUST-00809,PROD-0145,1,341.09,Debit Card,Completed,0.0,,0.0,Website,341.09,341.09,2024-07
TXN-0001388,2024-10-19,CUST-00397,PROD-0126,1,119.25,Debit Card,Processing,0.0,SUMMER20,23.85,Mobile App,119.25,95.4,2024-10
TXN-0001389,2024-03-31,CUST-00621,PROD-0053,1,148.56,Credit Card,Refunded,0.0,,0.0,Mobile App,148.56,148.56,2024-03
TXN-0001390,2024-09-21,CUST-00769,PROD-0112,3,219.49,Bank Transfer,Completed,0.0,,0.0,Website,658.47,658.47,2024-09
TXN-0001391,2024-10-11,CUST-00528,PROD-0150,1,71.3,Apple Pay,Refunded,12.99,,0.0,In-Store,71.3,84.28999999999999,2024-10
TXN-0001392,2024-10-23,CUST-00250,PROD-0139,2,457.54,Credit Card,Processing,0.0,,0.0,Mobile App,915.08,915.08,2024-10
TXN-0001393,2024-10-16,CUST-01157,PROD-0113,1,372.28,Credit Card,Completed,0.0,WELCOME15,55.84,Mobile App,372.28,316.43999999999994,2024-10
TXN-0001394,2024-09-13,CUST-00644,PROD-0143,1,188.82,Apple Pay,Completed,0.0,,0.0,Social Media,188.82,188.82,2024-09
TXN-0001395,2024-10-03,CUST-00883,PROD-0114,1,156.83,Credit Card,Completed,0.0,,0.0,Website,156.83,156.83,2024-10
TXN-0001396,2024-07-14,CUST-00539,PROD-0138,1,347.88,Google Pay,Shipped,0.0,,0.0,Mobile App,347.88,347.88,2024-07
TXN-0001397,2024-09-24,CUST-00441,PROD-0048,2,217.86,Bank Transfer,Completed,0.0,,0.0,Mobile App,435.72,435.72,2024-09
TXN-0001398,2024-10-10,CUST-00532,PROD-0031,2,122.36,Apple Pay,Completed,0.0,,0.0,Website,244.72,244.72,2024-10
TXN-0001399,2024-08-31,CUST-00535,PROD-0037,1,220.76,PayPal,Shipped,0.0,SAVE10,22.08,Mobile App,220.76,198.68,2024-08
TXN-0001400,2024-08-15,CUST-00690,PROD-0108,5,436.93,Debit Card,Completed,0.0,,0.0,Website,2184.65,2184.65,2024-08
TXN-0001401,2024-10-17,CUST-00689,PROD-0028,4,43.61,Credit Card,Completed,0.0,,0.0,Mobile App,174.44,174.44,2024-10
TXN-0001402,2024-10-16,CUST-00633,PROD-0070,1,190.49,PayPal,Shipped,0.0,SAVE10,19.05,Website,190.49,171.44,2024-10
TXN-0001403,2024-10-25,CUST-00160,PROD-0014,4,481.54,Credit Card,Refunded,0.0,,0.0,Marketplace,1926.16,1926.16,2024-10
TXN-0001404,2024-08-09,CUST-00633,PROD-0122,2,17.26,Debit Card,Refunded,12.99,WELCOME15,5.18,Social Media,34.52,42.330000000000005,2024-08
TXN-0001405,2024-08-23,CUST-00211,PROD-0016,2,446.4,Credit Card,Refunded,0.0,FLASH30,267.84,Marketplace,892.8,624.96,2024-08
TXN-0001406,2024-09-19,CUST-00151,PROD-0025,5,193.66,Credit Card,Completed,0.0,WELCOME15,145.24,Mobile App,968.3,823.06,2024-09
TXN-0001407,2024-07-08,CUST-01113,PROD-0066,2,102.85,Credit Card,Completed,0.0,,0.0,Website,205.7,205.7,2024-07
TXN-0001408,2024-07-21,CUST-00754,PROD-0038,4,17.33,Apple Pay,Refunded,5.99,FLASH30,20.8,In-Store,69.32,54.51,2024-07
TXN-0001409,2024-09-05,CUST-00807,PROD-0103,1,44.55,Debit Card,Refunded,5.99,,0.0,Mobile App,44.55,50.54,2024-09
TXN-0001410,2024-06-28,CUST-00524,PROD-0098,2,94.19,Credit Card,Refunded,0.0,,0.0,Website,188.38,188.38,2024-06
TXN-0001411,2024-10-14,CUST-01083,PROD-0115,5,22.44,Debit Card,Completed,0.0,,0.0,Mobile App,112.2,112.2,2024-10
TXN-0001412,2024-10-20,CUST-00788,PROD-0040,2,174.56,Credit Card,Completed,0.0,FLASH30,104.74,Website,349.12,244.38,2024-10
TXN-0001413,2024-10-09,CUST-00914,PROD-0064,2,31.99,Apple Pay,Completed,5.99,,0.0,Mobile App,63.98,69.97,2024-10
TXN-0001414,2024-10-24,CUST-00455,PROD-0089,1,349.18,Debit Card,Processing,0.0,,0.0,Website,349.18,349.18,2024-10
TXN-0001415,2024-09-12,CUST-01155,PROD-0100,5,411.25,Credit Card,Shipped,0.0,,0.0,Website,2056.25,2056.25,2024-09
TXN-0001416,2024-05-15,CUST-00961,PROD-0144,1,444.85,Credit Card,Completed,0.0,,0.0,Mobile App,444.85,444.85,2024-05
TXN-0001417,2024-10-25,CUST-01009,PROD-0082,1,279.06,Bank Transfer,Completed,0.0,SUMMER20,55.81,Social Media,279.06,223.25,2024-10
TXN-0001418,2024-10-20,CUST-00215,PROD-0077,2,473.78,Debit Card,Completed,0.0,,0.0,Mobile App,947.56,947.56,2024-10
TXN-0001419,2024-09-21,CUST-00336,PROD-0059,3,12.76,Credit Card,Refunded,7.99,,0.0,Website,38.28,46.27,2024-09
