PropertyID,Neighborhood,PropertyType,SquareFeet,Bedrooms,Bathrooms,YearBuilt,PropertyAge,LotSize,GarageCapacity,HasPool,HasFireplace,RenovationYear,YearsSinceRenovation,Condition,EnergyRating,SchoolRating,CrimeRate,DistanceToCenter,HOAFee,DaysOnMarket,ListingDate,Price
PROP_000404,University Area,Single Family,1425.0,3,2.0,2004,20,0.06,1,0,0,2018,6,10.0,B,6.0,21,7.9,199,24,2024-10-02,325000
PROP_000405,Suburbs,Townhouse,1367.0,2,2.0,2017,7,0.13,1,0,0,2014,10,10.0,A,7.0,11,11.3,215,75,2024-07-05,338000
PROP_000406,Industrial,Multi-Family,2437.0,5,5.0,1988,36,0.33,2,0,0,0,36,7.4,E,4.0,25,7.1,0,9,2024-10-02,401000
PROP_000407,Suburbs,Multi-Family,1584.0,2,2.5,2018,6,0.2,2,0,0,0,6,10.0,A,9.0,4,12.1,102,10,2024-09-27,311000
PROP_000408,Downtown,Ranch,1336.0,3,2.5,2016,8,0.4,0,0,1,0,8,8.0,A,5.0,21,1.6,0,54,2024-07-23,385000
PROP_000409,Residential Park,Single Family,1112.0,2,1.0,1987,37,0.97,1,0,0,0,37,8.2,F,10.0,6,11.9,103,10,2024-09-16,275000
PROP_000410,Midtown,Single Family,1668.0,3,3.0,1982,42,0.05,3,0,1,0,42,7.6,D,6.0,17,3.8,181,27,2024-09-17,475000
PROP_000411,Suburbs,Condo,1210.0,2,2.0,2020,4,0.0,1,0,0,0,4,7.5,A,9.0,8,13.1,281,17,2024-09-01,282000
PROP_000412,Residential Park,Single Family,1196.0,2,1.0,2007,17,0.08,3,0,0,0,17,9.7,E,10.0,1,10.3,85,11,2024-09-12,351000
PROP_000413,Residential Park,Single Family,1853.0,4,3.0,2019,5,0.16,3,0,1,2020,4,10.0,A,9.0,6,10.8,0,7,2024-10-20,690000
PROP_000414,Historic District,Single Family,1461.0,3,3.5,2012,12,0.05,2,0,1,2022,2,10.0,A,7.0,20,3.4,180,42,2024-08-28,557000
PROP_000415,Tech Hub,Townhouse,1156.0,3,2.0,2000,24,0.05,1,0,0,2000,24,10.0,E,7.0,14,4.8,288,2,2024-10-07,445000
PROP_000416,Suburbs,Condo,836.0,3,3.5,1951,73,0.0,2,0,0,0,73,5.4,D,7.0,9,12.4,288,54,2024-08-16,177000
PROP_000417,Uptown,Single Family,1773.0,4,3.0,1973,51,0.13,1,0,1,0,51,8.8,E,8.0,8,5.1,0,101,2024-06-18,477000
PROP_000418,Suburbs,Townhouse,1313.0,2,2.5,2022,2,0.69,1,0,0,2000,24,10.0,A,9.0,8,11.0,261,18,2024-09-15,374000
PROP_000419,Tech Hub,Single Family,2537.0,5,5.0,1976,48,0.41,2,0,0,0,48,6.9,E,9.0,17,5.1,0,23,2024-10-04,815000
PROP_000420,University Area,Single Family,973.0,2,1.5,1946,78,1.07,1,1,0,0,78,5.9,F,6.0,23,6.7,0,40,2024-09-05,217000
PROP_000421,University Area,Townhouse,1381.0,3,3.5,2007,17,0.27,1,0,0,0,17,10.0,F,6.0,16,7.7,164,49,2024-08-06,362000
PROP_000422,University Area,Condo,741.0,1,1.0,2008,16,0.0,2,0,0,2022,2,10.0,B,5.0,19,8.0,281,35,2024-08-06,171000
PROP_000423,Midtown,Townhouse,895.0,2,1.5,1973,51,0.12,2,0,1,2002,22,8.0,E,8.0,19,2.7,223,52,2024-09-08,262000
PROP_000424,Suburbs,Single Family,1394.0,3,2.5,1974,50,0.12,0,0,0,2021,3,9.1,C,8.0,7,13.8,0,74,2024-07-31,283000
PROP_000425,Downtown,Multi-Family,2082.0,4,3.0,1990,34,0.12,1,0,0,2015,9,9.1,D,7.0,22,0.1,0,207,2024-02-21,612000
PROP_000426,Waterfront,Condo,1775.0,3,2.0,1926,98,0.0,1,0,1,0,98,5.8,E,8.0,5,4.1,470,22,2024-10-07,546000
PROP_000427,Suburbs,Condo,844.0,2,2.5,2012,12,0.0,1,0,1,2017,7,10.0,A,8.0,9,12.2,248,39,2024-08-24,223000
PROP_000428,Industrial,Condo,560.0,1,1.0,1976,48,0.0,2,0,0,0,48,7.8,E,6.0,32,9.3,348,21,2024-09-08,78000
PROP_000429,Suburbs,Multi-Family,2163.0,4,3.0,2015,9,0.05,2,0,1,2023,1,10.0,A,7.0,8,13.6,0,12,2024-09-27,468000
PROP_000430,Midtown,Condo,500.0,1,1.5,2012,12,,2,0,1,2001,23,10.0,A,7.0,19,1.2,420,271,2024-01-09,171000
PROP_000431,Midtown,Condo,872.0,2,1.0,2003,21,0.0,0,0,0,0,21,6.8,E,8.0,21,3.8,423,1,2024-10-01,225000
PROP_000432,University Area,Ranch,1606.0,3,3.5,1976,48,0.05,0,1,0,0,48,7.8,D,6.0,16,5.2,0,3,2024-10-10,347000
PROP_000433,Historic District,Townhouse,1478.0,2,1.0,1993,31,0.46,1,0,1,0,31,9.2,F,7.0,14,2.8,299,39,2024-08-15,459000
PROP_000434,Midtown,Condo,1192.0,4,4.5,1988,36,0.0,1,1,0,0,36,7.0,D,8.0,15,1.2,538,55,2024-08-12,454000
PROP_000435,Midtown,Townhouse,1023.0,3,2.0,1978,46,0.39,0,0,0,0,46,,D,6.0,14,3.6,291,58,2024-08-03,239000
PROP_000436,Tech Hub,Single Family,1324.0,3,2.5,2015,9,0.15,1,0,1,0,9,10.0,A,8.0,11,4.6,0,54,2024-07-28,454000
PROP_000437,Downtown,Single Family,1016.0,2,1.0,1991,33,0.05,0,0,0,0,33,,D,7.0,23,0.8,131,69,2024-07-27,241000
PROP_000438,University Area,Condo,561.0,1,1.0,2014,10,0.0,2,0,1,2005,19,10.0,A,6.0,16,7.8,582,61,2024-08-23,139000
PROP_000439,Tech Hub,Ranch,1723.0,3,2.0,1949,75,0.26,2,0,0,2000,24,6.8,E,8.0,10,6.4,0,35,2024-08-10,478000
PROP_000440,Midtown,Ranch,1090.0,3,3.5,1954,70,0.08,2,0,0,0,70,5.1,D,8.0,20,3.4,0,28,2024-09-03,252000
PROP_000441,Midtown,Single Family,1192.0,3,3.5,2022,2,0.68,0,0,0,0,2,10.0,A,6.0,15,3.3,0,57,2024-08-21,394000
PROP_000442,Residential Park,Condo,601.0,1,1.0,1998,26,0.0,2,0,0,2005,19,9.9,E,10.0,3,10.7,506,59,2024-08-02,187000
PROP_000443,Suburbs,Single Family,1674.0,3,3.0,1993,31,0.07,3,0,1,2021,3,10.0,D,8.0,6,13.9,0,18,2024-10-01,401000
PROP_000444,Suburbs,Ranch,2320.0,5,4.5,1994,30,0.42,1,0,1,0,30,8.0,E,7.0,13,13.5,170,1,2024-10-09,471000
PROP_000445,University Area,Ranch,1079.0,3,2.0,1965,59,0.37,2,0,0,0,59,6.4,D,5.0,19,6.3,96,16,2024-09-06,206000
PROP_000446,Residential Park,Condo,500.0,2,1.0,2007,17,0.0,2,0,1,0,17,8.8,F,8.0,3,11.2,442,34,2024-07-31,165000
PROP_000447,Residential Park,Multi-Family,1925.0,4,4.5,1943,81,0.05,2,0,0,0,81,4.6,F,8.0,6,12.0,90,33,2024-09-18,368000
PROP_000448,University Area,Townhouse,1205.0,2,1.5,1997,27,0.59,1,0,0,0,27,10.0,F,6.0,24,7.6,134,21,2024-09-08,265000
PROP_000449,Suburbs,Condo,965.0,1,1.0,1997,27,0.0,1,0,0,0,27,8.7,D,9.0,5,11.0,472,121,2024-06-09,202000
PROP_000450,Midtown,Single Family,1176.0,3,2.5,2019,5,0.07,2,0,0,0,5,10.0,A,8.0,20,3.2,0,29,2024-08-24,362000
PROP_000451,University Area,Condo,839.0,2,1.0,1994,30,0.0,1,0,1,0,30,8.8,F,5.0,18,7.7,341,6,2024-09-12,183000
PROP_000452,Historic District,Townhouse,1328.0,3,3.0,1954,70,,3,0,0,0,70,4.2,D,6.0,14,1.5,142,9,2024-09-02,434000
PROP_000453,Suburbs,Townhouse,1564.0,3,2.5,1997,27,0.05,2,0,0,0,27,,D,9.0,5,13.9,168,4,2024-10-22,354000
PROP_000454,Residential Park,Single Family,500.0,1,1.0,1945,79,0.44,1,0,0,0,79,5.0,D,8.0,5,10.2,88,14,2024-10-02,72000
PROP_000455,Midtown,Ranch,1452.0,3,2.5,1963,61,0.25,2,0,1,0,61,5.3,F,8.0,23,2.3,0,16,2024-09-16,313000
PROP_000456,Suburbs,Single Family,1506.0,3,2.5,1928,96,0.17,2,0,1,2006,18,5.5,F,9.0,9,11.5,0,18,2024-09-14,260000
PROP_000457,Downtown,Condo,624.0,2,1.0,1993,31,0.0,0,0,1,0,31,8.5,F,5.0,22,0.1,426,81,2024-07-29,172000
PROP_000458,Suburbs,Townhouse,1805.0,4,4.5,1943,81,1.01,1,0,0,2012,12,6.7,E,9.0,5,12.6,107,65,2024-07-05,401000
PROP_000459,Downtown,Townhouse,977.0,2,1.0,1990,34,0.08,3,0,0,2023,1,10.0,D,7.0,20,1.3,153,30,2024-09-25,347000
PROP_000460,Midtown,Condo,887.0,2,2.5,2020,4,0.0,2,0,0,0,4,9.0,A,8.0,14,2.1,566,26,2024-10-03,339000
PROP_000461,Midtown,Single Family,1678.0,3,2.0,2007,17,0.73,1,1,0,0,17,7.7,E,6.0,16,2.8,0,21,2024-09-10,459000
PROP_000462,Tech Hub,Single Family,1104.0,2,1.5,1941,83,0.33,0,0,1,2014,10,5.7,E,8.0,17,5.2,107,1,2024-10-21,263000
PROP_000463,University Area,Condo,500.0,1,1.0,1966,58,0.0,2,0,0,2000,24,7.7,F,6.0,17,7.6,401,113,2024-06-08,94000
PROP_000464,Historic District,Condo,771.0,2,1.0,2004,20,0.0,2,0,0,0,20,8.8,E,7.0,19,3.4,533,15,2024-08-21,250000
PROP_000465,Residential Park,Single Family,1914.0,4,3.5,2018,6,0.41,1,0,0,0,6,9.3,A,9.0,5,10.8,180,83,2024-07-03,586000
PROP_000466,Suburbs,Townhouse,1082.0,3,3.0,1929,95,0.44,2,1,0,2020,4,4.5,B,8.0,11,13.5,129,60,2024-07-27,260000
PROP_000467,Uptown,Condo,646.0,2,2.0,2013,11,0.0,0,1,0,2002,22,9.9,A,7.0,10,5.6,507,5,2024-10-12,255000
PROP_000468,Industrial,Townhouse,1523.0,3,3.0,1996,28,0.17,0,0,0,0,28,6.9,D,4.0,28,9.1,207,16,2024-08-27,210000
PROP_000469,Uptown,Multi-Family,1801.0,2,1.0,1995,29,0.1,2,1,0,0,29,7.8,D,8.0,12,3.6,0,29,2024-09-29,448000
PROP_000470,Residential Park,Single Family,1144.0,3,3.0,2021,3,0.31,0,0,1,2019,5,10.0,A,9.0,7,9.5,183,13,2024-09-12,395000
PROP_000471,Downtown,Single Family,1474.0,3,3.0,2009,15,0.16,2,0,0,2012,12,10.0,F,7.0,30,2.3,0,23,2024-08-28,514000
PROP_000472,Residential Park,Townhouse,1469.0,3,2.5,2015,9,0.27,0,1,1,0,9,10.0,A,10.0,6,9.8,146,14,2024-10-14,517000
PROP_000473,Downtown,Condo,1614.0,3,3.5,1979,45,0.0,2,0,1,2012,12,7.8,D,7.0,30,0.2,281,45,2024-09-07,602000
PROP_000474,Industrial,Townhouse,1489.0,3,3.5,1996,28,0.05,1,1,1,2017,7,10.0,B,5.0,28,7.5,187,20,2024-08-21,343000
PROP_000475,Waterfront,Multi-Family,2695.0,6,5.0,2000,24,0.19,1,0,0,0,24,7.2,F,7.0,11,3.6,122,19,2024-08-15,888000
PROP_000476,Residential Park,Multi-Family,1696.0,3,3.0,1976,48,0.35,2,0,0,0,48,,E,8.0,11,11.0,0,14,2024-09-26,355000
PROP_000477,Downtown,Ranch,1189.0,2,1.0,1997,27,0.48,1,1,1,2014,10,10.0,D,7.0,29,1.5,0,72,2024-07-21,374000
PROP_000478,Historic District,Condo,918.0,2,2.5,1968,56,0.0,2,0,0,0,56,6.9,E,8.0,12,1.3,573,46,2024-08-11,349000
PROP_000479,Residential Park,Condo,932.0,2,2.0,1955,69,0.0,2,0,0,0,69,6.2,F,8.0,3,9.3,497,57,2024-08-24,211000
PROP_000480,Waterfront,Condo,576.0,1,1.0,1981,43,0.0,2,0,0,0,43,8.2,F,6.0,11,2.9,293,22,2024-10-01,219000
PROP_000481,Historic District,Single Family,1312.0,2,2.0,2009,15,,2,0,1,2018,6,10.0,C,6.0,15,2.0,150,82,2024-07-14,413000
PROP_000482,Tech Hub,Condo,1019.0,2,1.0,2019,5,0.0,2,1,1,0,5,9.9,A,9.0,10,5.8,496,24,2024-09-04,454000
PROP_000483,Suburbs,Single Family,1580.0,3,3.5,1989,35,0.36,2,0,0,0,35,7.3,E,7.0,3,11.8,0,8,2024-10-19,342000
PROP_000484,Historic District,Ranch,1801.0,4,4.0,2002,22,0.21,2,0,0,0,22,9.8,E,7.0,15,1.0,0,32,2024-08-31,552000
PROP_000485,Historic District,Condo,987.0,3,2.5,1948,76,0.0,3,0,1,0,76,4.0,E,7.0,18,3.0,347,26,2024-09-20,379000
PROP_000486,Residential Park,Condo,747.0,1,1.0,2018,6,0.0,1,1,0,0,6,10.0,A,9.0,3,11.6,323,4,2024-10-09,229000
PROP_000487,Downtown,Single Family,1143.0,2,2.5,1997,27,0.05,2,0,0,0,27,7.1,D,5.0,28,0.3,63,48,2024-07-20,293000
PROP_000488,Uptown,Single Family,800.0,1,1.0,2011,13,0.22,0,0,0,0,13,9.2,A,9.0,12,4.7,157,75,2024-08-04,161000
PROP_000489,Residential Park,Single Family,2292.0,4,4.0,2012,12,0.07,1,0,1,0,12,7.6,A,10.0,4,10.3,0,19,2024-08-27,613000
PROP_000490,Industrial,Condo,904.0,2,1.5,1970,54,0.0,1,0,0,0,54,6.6,F,4.0,34,7.4,297,64,2024-07-09,116000
PROP_000491,Suburbs,Single Family,1287.0,3,2.0,1994,30,0.21,2,0,0,0,30,10.0,D,7.0,12,13.8,0,39,2024-08-30,269000
PROP_000492,Historic District,Condo,621.0,1,1.5,2021,3,0.0,2,0,0,0,3,9.2,A,8.0,19,0.5,569,14,2024-08-23,190000
PROP_000493,Uptown,Multi-Family,3761.0,7,5.0,1945,79,0.37,2,0,1,0,79,4.5,D,8.0,8,3.6,105,18,2024-08-25,681000
PROP_000494,Midtown,Multi-Family,1356.0,2,2.0,2005,19,0.41,0,0,1,0,19,9.6,E,7.0,21,2.0,182,131,2024-06-12,326000
PROP_000495,Suburbs,Townhouse,1049.0,2,1.5,2021,3,0.39,1,0,0,0,3,9.8,A,9.0,7,13.6,222,10,2024-10-09,225000
PROP_000496,Suburbs,Single Family,1607.0,4,4.0,1974,50,0.16,3,1,1,0,50,7.9,F,7.0,7,13.4,0,7,2024-10-15,378000
PROP_000497,Historic District,Multi-Family,2360.0,5,4.0,2016,8,0.3,1,0,0,0,8,9.9,A,7.0,11,2.2,0,3,2024-09-30,743000
PROP_000498,Downtown,Multi-Family,2574.0,6,5.0,2020,4,0.26,0,0,0,0,4,10.0,A,6.0,24,1.6,0,93,2024-06-22,765000
PROP_000499,Residential Park,Single Family,2303.0,5,5.0,2009,15,0.16,1,0,1,2007,17,9.0,E,9.0,6,10.0,96,50,2024-08-16,695000
PROP_000500,Residential Park,Townhouse,1377.0,2,1.5,1967,57,0.27,2,1,0,2010,14,8.3,F,8.0,2,11.8,214,5,2024-09-03,400000
PROP_000501,Tech Hub,Single Family,871.0,1,1.0,1977,47,0.88,1,0,0,0,47,5.8,F,7.0,9,4.1,0,65,2024-06-30,212000
PROP_000502,Waterfront,Multi-Family,1845.0,3,3.0,1930,94,0.06,1,0,0,2003,21,5.3,D,7.0,10,2.3,149,44,2024-09-17,483000
PROP_000503,Suburbs,Ranch,1723.0,4,4.5,2014,10,0.71,2,0,1,0,10,9.8,A,,11,13.8,0,192,2024-03-22,474000
PROP_000504,University Area,Single Family,2434.0,5,5.0,2015,9,0.05,1,1,1,0,9,9.2,A,7.0,23,7.8,0,32,2024-09-12,668000
PROP_000505,Tech Hub,Multi-Family,1161.0,3,3.0,2001,23,0.11,2,0,1,0,23,7.7,D,7.0,17,5.5,0,32,2024-09-26,317000
PROP_000506,Midtown,Condo,1260.0,2,2.5,1979,45,0.0,1,0,0,2006,18,10.0,F,8.0,17,2.7,449,12,2024-10-04,428000
PROP_000507,Residential Park,Ranch,1671.0,4,4.5,1941,83,,1,0,1,2006,18,7.5,E,9.0,10,11.7,184,9,2024-10-05,369000
PROP_000508,University Area,Condo,1151.0,2,2.5,2010,14,0.0,2,0,0,2005,19,9.7,E,6.0,15,7.6,267,59,2024-08-13,367000
PROP_000509,Residential Park,Multi-Family,1938.0,4,3.0,2008,16,,2,0,1,2007,17,10.0,D,10.0,3,11.6,142,20,2024-08-22,616000
PROP_000510,Tech Hub,Single Family,978.0,2,2.5,2019,5,0.53,2,0,1,0,5,9.8,A,8.0,16,5.1,0,57,2024-07-20,364000
PROP_000511,Historic District,Single Family,1775.0,3,3.5,2008,16,0.32,2,0,0,2023,1,10.0,D,7.0,18,3.0,0,67,2024-07-03,607000
PROP_000512,Suburbs,Single Family,1727.0,4,4.5,2014,10,0.18,1,0,0,2017,7,10.0,A,8.0,6,11.2,70,105,2024-06-24,478000
PROP_000513,Residential Park,Ranch,1988.0,4,4.5,2009,15,0.81,0,0,0,2022,2,10.0,C,8.0,11,10.5,56,25,2024-09-27,588000
PROP_000514,Industrial,Multi-Family,1992.0,3,3.5,2001,23,0.53,1,1,1,0,23,9.2,F,4.0,27,7.7,93,4,2024-10-21,314000
PROP_000515,Downtown,Multi-Family,1640.0,3,3.5,1986,38,0.21,2,0,0,0,38,7.7,D,7.0,21,0.1,0,1,2024-09-08,459000
PROP_000516,Downtown,Ranch,976.0,2,1.5,2018,6,,2,0,0,2000,24,10.0,A,7.0,24,1.4,0,15,2024-10-16,363000
PROP_000517,Suburbs,Single Family,1809.0,5,5.0,2003,21,0.25,3,0,0,0,21,7.7,F,7.0,4,11.2,0,121,2024-05-31,433000
PROP_000518,University Area,Single Family,1611.0,4,3.5,1983,41,0.27,0,0,0,0,41,9.7,D,6.0,25,5.4,0,61,2024-07-30,372000
PROP_000519,Residential Park,Single Family,917.0,2,2.0,1943,81,0.12,2,0,1,2023,1,3.5,D,8.0,9,9.2,0,36,2024-09-07,200000
PROP_000520,Midtown,Single Family,1130.0,2,1.0,1973,51,0.19,2,0,0,0,51,5.9,E,7.0,22,3.9,0,12,2024-10-13,259000
PROP_000521,Historic District,Single Family,1166.0,1,1.0,1995,29,0.05,2,0,0,0,29,7.6,D,8.0,20,0.6,0,56,2024-07-21,294000
PROP_000522,Suburbs,Condo,500.0,1,1.0,1972,52,0.0,2,0,1,2012,12,9.4,F,9.0,11,11.8,416,60,2024-07-19,116000
PROP_000523,Residential Park,Single Family,991.0,2,2.5,1965,59,0.36,2,0,1,0,59,4.7,F,10.0,3,11.0,149,11,2024-09-10,223000
PROP_000524,University Area,Single Family,833.0,2,2.0,1994,30,0.92,1,0,0,2020,4,9.8,D,5.0,18,7.5,76,55,2024-08-24,202000
PROP_000525,University Area,Single Family,1193.0,3,3.5,1958,66,,1,0,0,0,66,6.4,E,5.0,23,6.8,181,5,2024-09-19,239000
PROP_000526,Suburbs,Single Family,1030.0,2,2.0,2012,12,0.24,1,0,1,0,12,8.0,A,,3,13.9,0,4,2024-10-21,198000
PROP_000527,Suburbs,Ranch,949.0,2,2.5,1991,33,0.28,0,0,0,0,33,7.7,E,9.0,9,12.0,0,2,2024-09-14,170000
PROP_000528,Uptown,Townhouse,1907.0,4,4.5,1997,27,0.06,1,0,1,0,27,8.0,F,8.0,8,4.4,228,74,2024-07-07,601000
PROP_000529,Downtown,Ranch,2101.0,4,3.0,1955,69,0.36,0,0,0,2008,16,6.8,E,6.0,28,2.0,0,14,2024-10-15,518000
PROP_000530,Industrial,Condo,666.0,2,1.0,1976,48,0.0,1,0,0,2017,7,8.8,D,4.0,35,9.0,302,41,2024-09-10,102000
PROP_000531,University Area,Single Family,1536.0,3,2.5,1984,40,0.1,2,0,0,0,40,6.9,F,5.0,17,5.6,135,7,2024-10-17,290000
PROP_000532,Residential Park,Townhouse,1346.0,3,3.0,2013,11,0.33,2,0,0,2011,13,10.0,A,9.0,6,10.5,213,26,2024-09-10,463000
PROP_000533,Residential Park,Single Family,1995.0,3,3.5,2011,13,0.11,2,0,1,2023,1,10.0,A,,5,11.9,0,1,2024-09-23,604000
PROP_000534,Historic District,Single Family,990.0,2,1.0,1966,58,0.05,1,0,1,0,58,5.9,F,7.0,11,3.1,72,88,2024-08-02,261000
PROP_000535,University Area,Single Family,1946.0,4,4.5,2000,24,0.53,0,0,1,2010,14,10.0,E,5.0,23,5.6,0,34,2024-08-30,477000
PROP_000536,Residential Park,Single Family,1126.0,2,2.0,1969,55,0.11,1,0,1,0,55,5.9,F,9.0,3,9.5,189,99,2024-07-13,237000
PROP_000537,University Area,Single Family,732.0,1,1.5,2023,1,0.05,3,0,1,2018,6,10.0,A,5.0,20,7.5,0,28,2024-09-16,173000
PROP_000538,Uptown,Single Family,1762.0,4,3.0,2021,3,0.05,2,0,1,2020,4,10.0,A,9.0,15,3.6,0,17,2024-08-19,674000
PROP_000539,Suburbs,Townhouse,1651.0,3,2.5,1996,28,0.09,1,0,1,0,28,8.0,D,9.0,10,12.4,274,23,2024-08-27,380000
PROP_000540,Midtown,Single Family,2693.0,6,5.0,2006,18,0.06,2,0,0,2003,21,10.0,F,7.0,22,1.5,0,12,2024-10-13,874000
PROP_000541,Residential Park,Single Family,800.0,1,1.0,2012,12,0.45,1,0,0,0,12,10.0,A,8.0,5,9.0,0,97,2024-06-27,188000
PROP_000542,Historic District,Multi-Family,2419.0,5,4.0,2007,17,0.12,2,0,1,2005,19,10.0,D,8.0,15,3.1,119,15,2024-09-05,780000
PROP_000543,Uptown,Single Family,1195.0,2,2.0,2006,18,0.49,1,0,1,0,18,9.7,D,7.0,9,5.3,120,15,2024-08-30,319000
PROP_000544,Tech Hub,Single Family,1791.0,4,4.5,2021,3,0.06,1,0,1,0,3,10.0,A,7.0,13,5.4,0,44,2024-07-22,687000
PROP_000545,Historic District,Multi-Family,1117.0,3,2.0,1999,25,0.2,2,0,1,2003,21,10.0,E,8.0,15,1.0,0,5,2024-10-11,374000
PROP_000546,Suburbs,Single Family,768.0,2,1.0,2002,22,0.35,2,1,0,0,22,7.8,F,8.0,5,13.4,0,11,2024-09-04,209000
PROP_000547,Midtown,Single Family,1012.0,2,2.5,2015,9,0.32,2,0,1,0,9,10.0,A,7.0,22,2.1,0,25,2024-08-23,310000
PROP_000548,Tech Hub,Condo,923.0,2,2.5,2004,20,0.0,2,0,1,2009,15,10.0,D,9.0,10,6.0,533,9,2024-09-28,428000
PROP_000549,Waterfront,Single Family,1079.0,2,2.5,2008,16,0.78,1,0,0,0,16,10.0,F,6.0,14,3.0,0,13,2024-10-15,421000
PROP_000550,University Area,Condo,1097.0,3,2.5,1967,57,0.0,1,0,1,2005,19,9.4,D,6.0,23,6.3,448,54,2024-09-04,295000
PROP_000551,Waterfront,Multi-Family,2616.0,6,5.0,1981,43,0.2,3,0,0,2017,7,9.4,C,6.0,11,3.6,0,14,2024-09-10,961000
PROP_000552,Industrial,Single Family,1699.0,2,2.0,1955,69,0.65,2,0,1,0,69,4.7,F,6.0,28,9.3,0,45,2024-07-29,209000
PROP_000553,Historic District,Condo,1385.0,2,2.0,1992,32,0.0,2,1,1,2008,16,10.0,E,7.0,12,3.0,430,30,2024-08-05,525000
PROP_000554,Historic District,Condo,1024.0,3,3.5,1989,35,0.0,1,0,0,0,35,7.0,F,7.0,13,1.8,249,65,2024-08-27,358000
PROP_000555,Industrial,Single Family,791.0,2,2.0,2023,1,0.08,2,0,0,0,1,10.0,A,5.0,33,7.7,0,62,2024-07-20,131000
PROP_000556,Suburbs,Condo,1309.0,2,1.0,2000,24,0.0,1,0,0,0,24,6.6,E,9.0,11,11.5,306,9,2024-10-20,252000
PROP_000557,Midtown,Single Family,1097.0,2,2.5,2012,12,0.09,2,0,0,0,12,10.0,A,8.0,18,2.0,0,129,2024-05-28,354000
PROP_000558,Downtown,Condo,1173.0,1,1.0,1977,47,0.0,2,0,0,0,47,4.8,D,7.0,30,1.9,486,72,2024-07-06,333000
PROP_000559,University Area,Single Family,2186.0,4,3.0,2014,10,0.18,2,0,0,0,10,9.0,A,5.0,23,5.8,143,34,2024-09-17,540000
PROP_000560,Historic District,Condo,1037.0,3,3.5,2000,24,0.0,1,0,1,2018,6,9.3,C,6.0,18,0.6,512,36,2024-08-20,397000
PROP_000561,Tech Hub,Single Family,651.0,2,1.0,2006,18,0.09,1,1,0,0,18,10.0,E,7.0,14,5.7,138,79,2024-08-12,221000
PROP_000562,Uptown,Multi-Family,1449.0,4,3.5,1974,50,0.11,1,0,0,0,50,,D,8.0,11,3.1,0,29,2024-09-24,335000
PROP_000563,Midtown,Single Family,2061.0,5,4.5,1995,29,,3,0,1,0,29,8.6,F,7.0,23,3.7,0,29,2024-09-16,637000
PROP_000564,Downtown,Condo,849.0,2,2.0,2001,23,0.0,1,0,1,0,23,8.7,F,6.0,22,1.5,223,44,2024-08-17,295000
PROP_000565,Suburbs,Condo,923.0,3,2.0,1998,26,0.0,2,0,1,0,26,6.8,E,,3,11.8,511,4,2024-09-07,232000
PROP_000566,Historic District,Townhouse,1465.0,3,3.0,2019,5,0.46,2,0,0,0,5,10.0,A,8.0,13,1.9,285,39,2024-08-23,545000
PROP_000567,Suburbs,Condo,1108.0,2,1.5,2018,6,0.0,2,0,0,0,6,9.6,A,8.0,3,13.2,388,11,2024-09-30,290000
PROP_000568,Suburbs,Townhouse,1297.0,3,2.5,2022,2,0.1,3,0,0,0,2,10.0,A,9.0,3,13.7,181,5,2024-10-10,380000
PROP_000569,Residential Park,Townhouse,1126.0,3,2.0,2004,20,0.18,2,1,0,2001,23,10.0,E,8.0,6,11.6,132,76,2024-06-26,428000
PROP_000570,Suburbs,Multi-Family,1812.0,3,3.0,2022,2,0.49,2,0,1,0,2,9.1,A,7.0,13,11.2,0,21,2024-08-30,364000
PROP_000571,Waterfront,Single Family,1828.0,3,3.5,2014,10,0.18,1,0,0,2009,15,10.0,A,8.0,9,2.2,0,31,2024-09-14,833000
PROP_000572,University Area,Condo,1066.0,2,1.0,1971,53,0.0,2,0,1,0,53,6.2,D,5.0,21,6.8,532,15,2024-09-04,228000
PROP_000573,Suburbs,Multi-Family,1845.0,4,4.0,1986,38,,2,0,0,2016,8,10.0,B,7.0,3,12.5,0,1,2024-10-04,456000
PROP_000574,Historic District,Ranch,2032.0,4,3.5,1968,56,0.05,1,0,0,2014,10,9.0,D,6.0,10,1.4,0,26,2024-09-08,704000
PROP_000575,Industrial,Multi-Family,1922.0,3,2.0,1921,103,0.05,2,0,0,2000,24,4.5,D,5.0,32,9.9,170,62,2024-07-03,194000
PROP_000576,Residential Park,Single Family,974.0,3,2.0,1961,63,0.05,2,0,1,2023,1,8.7,C,10.0,6,11.2,0,63,2024-07-22,263000
PROP_000577,Midtown,Single Family,1020.0,2,1.0,1921,103,0.15,2,0,0,0,103,3.5,F,8.0,20,3.1,0,114,2024-07-09,179000
PROP_000578,Residential Park,Condo,606.0,1,1.0,2007,17,0.0,1,0,0,0,17,9.5,E,9.0,6,9.5,268,82,2024-07-26,141000
PROP_000579,Suburbs,Townhouse,1104.0,2,1.5,1986,38,0.61,2,0,0,0,38,8.0,E,,8,11.9,190,181,2024-05-01,231000
PROP_000580,Uptown,Condo,1270.0,4,4.5,1975,49,0.0,1,0,0,0,49,7.6,E,8.0,16,4.8,575,38,2024-09-09,428000
PROP_000581,Suburbs,Condo,658.0,1,1.0,2010,14,0.0,2,0,1,2022,2,10.0,D,7.0,9,13.4,267,2,2024-10-26,167000
