transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,payment_method,order_status,shipping_cost,discount_code,discount_amount,sales_channel
TXN-0000830,2024-09-21,CUST-00067,PROD-0013,5,198.31,Credit Card,Completed,0.0,,0.0,Website
TXN-0000831,2024-10-12,CUST-00336,PROD-0069,2,76.74,Credit Card,Processing,0.0,,0.0,In-Store
TXN-0000832,2024-09-21,CUST-00913,PROD-0066,3,184.81,PayPal,Cancelled,0.0,,0.0,Social Media
TXN-0000833,2024-10-18,CUST-01046,PROD-0059,2,445.59,PayPal,Processing,0.0,,0.0,Website
TXN-0000834,2024-10-16,CUST-00277,PROD-0068,1,378.78,Credit Card,Completed,0.0,,0.0,Website
TXN-0000835,2024-09-16,CUST-00600,PROD-0059,3,146.0,Google Pay,Completed,0.0,,0.0,Website
TXN-0000836,2024-09-25,CUST-00602,PROD-0117,4,190.27,PayPal,Completed,0.0,,0.0,Website
TXN-0000837,2024-06-02,CUST-01020,PROD-0010,1,312.04,Apple Pay,Refunded,0.0,,0.0,Mobile App
TXN-0000838,2024-09-30,CUST-00908,PROD-0141,1,213.9,Credit Card,Cancelled,0.0,,0.0,Mobile App
TXN-0000839,2024-09-05,CUST-00647,PROD-0130,1,256.48,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0000840,2024-08-28,CUST-00816,PROD-0015,5,352.09,Credit Card,Cancelled,0.0,,0.0,Website
TXN-0000841,2024-10-27,CUST-00998,PROD-0046,1,238.94,Credit Card,Completed,0.0,,0.0,Marketplace
TXN-0000842,2024-08-23,CUST-00012,PROD-0138,5,103.57,Credit Card,Completed,,,0.0,Mobile App
TXN-0000843,2024-10-16,CUST-00527,PROD-0150,1,265.07,Credit Card,Refunded,0.0,SUMMER20,53.01,Website
TXN-0000844,2024-04-16,CUST-01080,PROD-0089,4,184.49,PayPal,Shipped,0.0,,0.0,Mobile App
TXN-0000845,2024-10-18,CUST-00886,PROD-0077,1,152.45,Credit Card,Refunded,0.0,,0.0,In-Store
TXN-0000846,2024-09-25,CUST-00689,PROD-0136,2,170.76,Credit Card,Completed,0.0,,0.0,Website
TXN-0000847,2024-10-22,CUST-00675,PROD-0149,3,225.1,Google Pay,Processing,0.0,,0.0,Website
TXN-0000848,2024-01-01,CUST-00429,PROD-0150,1,444.43,Credit Card,Refunded,0.0,,0.0,Website
TXN-0000849,2024-09-16,CUST-00656,PROD-0110,1,369.68,Debit Card,Completed,0.0,,0.0,Website
TXN-0000850,2024-09-03,CUST-00801,PROD-0097,2,337.25,Debit Card,Refunded,0.0,WELCOME15,101.18,Marketplace
TXN-0000851,2024-10-23,CUST-00547,PROD-0045,2,240.91,Google Pay,Processing,0.0,,0.0,Mobile App
TXN-0000852,2024-08-05,CUST-00859,PROD-0091,1,10.89,Apple Pay,Completed,12.99,,0.0,Mobile App
TXN-0000853,2024-10-13,CUST-01013,PROD-0114,5,176.86,Debit Card,Processing,0.0,FLASH30,265.29,Marketplace
TXN-0000854,2024-06-13,CUST-00200,PROD-0150,2,408.45,Google Pay,Refunded,0.0,,0.0,In-Store
TXN-0000855,2024-10-14,CUST-00591,PROD-0073,5,200.19,Debit Card,Cancelled,0.0,SUMMER20,200.19,Website
TXN-0000856,2024-10-15,CUST-00532,PROD-0035,2,286.26,PayPal,Processing,0.0,,0.0,Mobile App
TXN-0000857,2024-10-25,CUST-00838,PROD-0042,1,110.31,Credit Card,Processing,0.0,,0.0,Website
TXN-0000858,2024-09-19,CUST-00312,PROD-0133,1,458.76,Debit Card,Completed,0.0,,0.0,Website
TXN-0000859,2024-09-08,CUST-00790,PROD-0027,1,462.34,Debit Card,Completed,0.0,,0.0,Marketplace
TXN-0000860,2024-10-23,CUST-01027,PROD-0032,1,81.56,Debit Card,Refunded,5.99,,0.0,Mobile App
TXN-0000861,2024-07-30,CUST-00547,PROD-0136,4,364.83,PayPal,Completed,0.0,,0.0,Website
TXN-0000862,2024-09-21,CUST-01088,PROD-0103,1,46.86,Credit Card,Refunded,5.99,SUMMER20,9.37,Website
TXN-0000863,2024-09-13,CUST-01192,PROD-0085,2,303.28,Credit Card,Completed,0.0,,0.0,Marketplace
TXN-0000864,2024-09-23,CUST-00131,PROD-0146,3,97.53,PayPal,Shipped,0.0,,0.0,Social Media
TXN-0000865,2024-09-27,CUST-00291,PROD-0078,1,81.39,Credit Card,Completed,5.99,,0.0,Mobile App
TXN-0000866,2024-09-08,CUST-01141,PROD-0143,5,12.01,Credit Card,Completed,12.99,,0.0,Website
TXN-0000867,2024-10-17,CUST-01146,PROD-0044,2,471.01,PayPal,Completed,0.0,,0.0,Website
TXN-0000868,2024-10-15,CUST-00120,PROD-0032,4,416.32,Google Pay,Cancelled,0.0,,0.0,Website
TXN-0000869,2024-07-01,CUST-00013,PROD-0028,5,47.95,Credit Card,Completed,0.0,WELCOME15,35.96,Mobile App
TXN-0000870,2024-05-05,CUST-00200,PROD-0077,2,303.68,Debit Card,Completed,0.0,SAVE10,60.74,Website
TXN-0000871,2024-09-29,CUST-01195,PROD-0018,5,124.11,Credit Card,Processing,0.0,SUMMER20,124.11,Website
TXN-0000872,2024-10-09,CUST-00230,PROD-0103,3,139.36,Credit Card,Cancelled,0.0,,0.0,Mobile App
TXN-0000873,2024-08-27,CUST-00638,PROD-0070,2,438.33,Credit Card,Cancelled,0.0,SUMMER20,175.33,Mobile App
TXN-0000874,2024-09-26,CUST-00998,PROD-0119,2,66.01,Debit Card,Refunded,0.0,,0.0,Mobile App
TXN-0000875,2024-10-26,CUST-00019,PROD-0139,1,304.72,PayPal,Processing,0.0,,0.0,Social Media
TXN-0000876,2024-10-17,CUST-00753,PROD-0148,1,206.61,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0000877,2024-08-13,CUST-00343,PROD-0097,5,103.48,PayPal,Processing,0.0,,0.0,Website
TXN-0000878,2024-08-24,CUST-01014,PROD-0136,1,231.43,Debit Card,Cancelled,0.0,,0.0,Marketplace
TXN-0000879,2024-10-26,CUST-00352,PROD-0035,2,470.83,Credit Card,Completed,0.0,FLASH30,282.5,Website
TXN-0000880,2024-10-12,CUST-00836,PROD-0069,1,392.98,Debit Card,Completed,0.0,,0.0,Website
TXN-0000881,2024-10-12,CUST-00818,PROD-0126,5,74.72,Credit Card,Refunded,0.0,,0.0,Mobile App
TXN-0000882,2024-08-22,CUST-00277,PROD-0099,1,426.21,Credit Card,Completed,0.0,,0.0,Website
TXN-0000883,2024-10-26,CUST-00040,PROD-0078,3,469.34,PayPal,Shipped,0.0,,0.0,Website
TXN-0000884,2024-10-21,CUST-00535,PROD-0149,4,145.7,PayPal,Refunded,0.0,,0.0,Mobile App
TXN-0000885,2024-07-23,CUST-00360,PROD-0111,3,173.37,Apple Pay,Completed,0.0,,0.0,In-Store
TXN-0000886,2024-10-16,CUST-00957,PROD-0017,3,71.88,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0000887,2024-08-25,CUST-00945,PROD-0146,1,179.01,Credit Card,Completed,0.0,WELCOME15,26.85,Website
TXN-0000888,2024-10-11,CUST-00593,PROD-0140,1,339.83,Apple Pay,Processing,0.0,,0.0,Website
TXN-0000889,2024-10-21,CUST-00757,PROD-0144,2,143.35,Credit Card,Processing,0.0,WELCOME15,43.0,Website
TXN-0000890,2024-10-11,CUST-00753,PROD-0004,2,13.33,PayPal,Completed,9.99,,0.0,Website
TXN-0000891,2024-08-12,CUST-00971,PROD-0092,2,175.88,Apple Pay,Refunded,0.0,,0.0,Mobile App
TXN-0000892,2024-07-03,CUST-00559,PROD-0075,1,232.05,PayPal,Cancelled,0.0,,0.0,Mobile App
TXN-0000893,2024-07-13,CUST-00340,PROD-0103,1,287.5,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0000894,2024-09-27,CUST-00330,PROD-0024,4,345.06,Google Pay,Shipped,0.0,,0.0,Marketplace
TXN-0000895,2024-08-22,CUST-00681,PROD-0065,4,40.26,PayPal,Cancelled,0.0,,0.0,Mobile App
TXN-0000896,2024-10-14,CUST-00586,PROD-0117,1,240.17,Debit Card,Shipped,0.0,,0.0,Mobile App
TXN-0000897,2024-10-07,CUST-00573,PROD-0082,1,140.51,PayPal,Shipped,0.0,,0.0,Website
TXN-0000898,2024-06-14,CUST-00110,PROD-0006,4,474.5,Credit Card,Shipped,0.0,SUMMER20,379.6,Marketplace
TXN-0000899,2024-10-27,CUST-00870,PROD-0066,1,186.34,Credit Card,Processing,0.0,,0.0,Social Media
TXN-0000900,2024-10-22,CUST-00268,PROD-0067,3,59.05,Apple Pay,Cancelled,0.0,SAVE10,17.72,In-Store
TXN-0000901,2024-10-14,CUST-00250,PROD-0072,1,30.32,Credit Card,Processing,7.99,SUMMER20,6.06,In-Store
TXN-0000902,2024-10-26,CUST-00542,PROD-0095,1,140.04,Debit Card,Processing,0.0,,0.0,In-Store
TXN-0000903,2024-10-15,CUST-00291,PROD-0048,2,97.64,Debit Card,Refunded,0.0,,0.0,Mobile App
TXN-0000904,2024-09-05,CUST-00738,PROD-0070,2,328.39,Credit Card,Cancelled,0.0,,0.0,Mobile App
TXN-0000905,2024-09-25,CUST-00459,PROD-0078,3,425.0,Debit Card,Completed,0.0,,0.0,Website
TXN-0000906,2024-06-16,CUST-00586,PROD-0067,5,163.14,Bank Transfer,Shipped,0.0,,0.0,Marketplace
TXN-0000907,2024-07-17,CUST-00682,PROD-0065,5,293.11,Credit Card,Cancelled,0.0,,0.0,Mobile App
TXN-0000908,2024-10-02,CUST-00255,PROD-0063,1,367.84,PayPal,Completed,0.0,,0.0,Marketplace
TXN-0000909,2024-10-09,CUST-00200,PROD-0046,5,205.25,PayPal,Processing,0.0,,0.0,Mobile App
TXN-0000910,2024-09-29,CUST-01035,PROD-0147,3,42.49,Debit Card,Shipped,0.0,,0.0,Social Media
TXN-0000911,2024-09-04,CUST-00565,PROD-0073,1,122.29,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0000912,2024-10-09,CUST-00540,PROD-0071,5,442.69,Debit Card,Refunded,0.0,FLASH30,664.04,Website
TXN-0000913,2024-08-30,CUST-00040,PROD-0110,5,413.99,Google Pay,Completed,0.0,,0.0,Website
TXN-0000914,2024-09-26,CUST-00634,PROD-0063,5,52.39,Credit Card,Processing,0.0,,0.0,Marketplace
TXN-0000915,2024-09-09,CUST-00701,PROD-0041,1,119.72,Debit Card,Processing,0.0,,0.0,Website
TXN-0000916,2024-09-23,CUST-00705,PROD-0007,5,386.88,Google Pay,Completed,0.0,SAVE10,193.44,Website
TXN-0000917,2024-10-07,CUST-00853,PROD-0137,5,248.08,PayPal,Completed,0.0,,0.0,Website
TXN-0000918,2024-05-03,CUST-00226,PROD-0004,1,382.37,PayPal,Completed,0.0,,0.0,Website
TXN-0000919,2024-08-02,CUST-00313,PROD-0089,2,113.43,Bank Transfer,Cancelled,0.0,,0.0,Social Media
TXN-0000920,2024-10-18,CUST-00957,PROD-0134,1,476.81,Credit Card,Processing,0.0,,0.0,Website
TXN-0000921,2024-06-28,CUST-01138,PROD-0082,4,393.96,PayPal,Completed,0.0,,0.0,Website
TXN-0000922,2024-09-17,CUST-00162,PROD-0021,5,106.74,Debit Card,Completed,0.0,,0.0,Mobile App
TXN-0000923,2024-06-15,CUST-00634,PROD-0143,5,283.63,Credit Card,Processing,0.0,SAVE10,141.82,Social Media
TXN-0000924,2024-07-23,CUST-00269,PROD-0128,1,65.41,Debit Card,Shipped,5.99,,0.0,Marketplace
TXN-0000925,2024-09-24,CUST-00067,PROD-0105,5,187.09,Credit Card,Refunded,0.0,SUMMER20,187.09,Website
TXN-0000926,2024-10-26,CUST-00397,PROD-0104,5,333.2,Credit Card,Completed,0.0,,0.0,Marketplace
TXN-0000927,2024-10-09,CUST-00174,PROD-0068,5,171.75,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0000928,2024-09-11,CUST-00855,PROD-0110,2,331.8,Credit Card,Completed,0.0,,0.0,Website
TXN-0000929,2024-08-28,CUST-00680,PROD-0066,4,129.93,Credit Card,Shipped,0.0,,0.0,Mobile App
TXN-0000930,2024-10-10,CUST-00174,PROD-0027,3,363.38,Apple Pay,Completed,0.0,,0.0,Marketplace
TXN-0000931,2024-10-18,CUST-00012,PROD-0060,4,186.19,Credit Card,Refunded,0.0,,0.0,Mobile App
TXN-0000932,2024-07-11,CUST-00956,PROD-0118,1,397.33,Debit Card,Shipped,0.0,,0.0,In-Store
TXN-0000933,2024-02-21,CUST-00226,PROD-0044,5,76.97,PayPal,Cancelled,0.0,,0.0,Mobile App
TXN-0000934,2024-09-13,CUST-00757,PROD-0036,2,187.36,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0000935,2024-10-16,CUST-00415,PROD-0019,4,237.32,Google Pay,Completed,0.0,WELCOME15,142.39,Website
TXN-0000936,2024-10-08,CUST-00738,PROD-0091,2,217.67,Apple Pay,Completed,0.0,,0.0,Marketplace
TXN-0000937,2024-10-26,CUST-00388,PROD-0045,2,222.21,Credit Card,Processing,0.0,,0.0,Mobile App
TXN-0000938,2024-06-02,CUST-00104,PROD-0149,1,227.94,Bank Transfer,Completed,0.0,,0.0,Mobile App
TXN-0000939,2024-10-20,CUST-00280,PROD-0098,4,494.5,PayPal,Completed,0.0,,0.0,Mobile App
TXN-0000940,2024-09-06,CUST-00242,PROD-0019,5,104.64,,Processing,0.0,,0.0,Mobile App
TXN-0000941,2024-10-08,CUST-00560,PROD-0041,1,386.64,PayPal,Completed,0.0,,0.0,Marketplace
TXN-0000942,2024-09-09,CUST-00806,PROD-0026,4,280.37,PayPal,Processing,0.0,,0.0,Mobile App
TXN-0000943,2024-08-25,CUST-00330,PROD-0028,5,212.67,Debit Card,Processing,0.0,,0.0,Mobile App
TXN-0000944,2024-07-13,CUST-00012,PROD-0064,1,320.42,PayPal,Refunded,0.0,,0.0,Website
TXN-0000945,2024-10-14,CUST-00654,PROD-0068,1,428.22,Credit Card,Completed,0.0,WELCOME15,64.23,Mobile App
TXN-0000946,2024-10-27,CUST-00757,PROD-0080,2,238.64,Bank Transfer,Processing,0.0,,0.0,Mobile App
TXN-0000947,2024-10-19,CUST-01160,PROD-0051,1,433.74,Apple Pay,Completed,0.0,,0.0,Mobile App
TXN-0000948,2024-06-11,CUST-00742,PROD-0102,5,55.95,PayPal,Completed,0.0,,0.0,Mobile App
TXN-0000949,2024-06-25,CUST-00602,PROD-0010,2,330.0,Credit Card,Cancelled,0.0,,0.0,Website
TXN-0000950,2024-09-03,CUST-00727,PROD-0100,2,173.25,Debit Card,Completed,0.0,,0.0,Website
TXN-0000951,2024-09-02,CUST-01111,PROD-0122,3,199.48,PayPal,Shipped,0.0,,0.0,Mobile App
TXN-0000952,2024-08-23,CUST-00971,PROD-0147,3,289.79,Apple Pay,Shipped,0.0,,0.0,Mobile App
TXN-0000953,2024-10-16,CUST-00397,PROD-0064,1,245.15,Google Pay,Refunded,0.0,,0.0,Website
TXN-0000954,2024-06-02,CUST-00297,PROD-0124,2,197.06,Google Pay,Refunded,0.0,,0.0,Website
TXN-0000955,2024-09-25,CUST-00328,PROD-0019,1,161.07,Debit Card,Cancelled,0.0,FLASH30,48.32,Website
TXN-0000956,2024-09-29,CUST-00639,PROD-0076,1,312.96,Apple Pay,Refunded,0.0,SAVE10,31.3,Website
TXN-0000957,2024-09-14,CUST-00887,PROD-0062,2,257.72,Credit Card,Shipped,0.0,,0.0,Website
TXN-0000958,2024-10-25,CUST-00638,PROD-0141,5,168.41,Credit Card,Cancelled,0.0,,0.0,Website
TXN-0000959,2024-10-17,CUST-00079,PROD-0025,1,110.42,Credit Card,Completed,0.0,,0.0,Website
TXN-0000960,2024-08-08,CUST-00871,PROD-0089,2,389.48,Apple Pay,Cancelled,0.0,,0.0,Mobile App
TXN-0000961,2024-10-22,CUST-00950,PROD-0092,5,401.85,Google Pay,Cancelled,0.0,,0.0,Mobile App
TXN-0000962,2024-09-02,CUST-00360,PROD-0042,2,114.75,Credit Card,Shipped,0.0,FLASH30,68.85,Mobile App
TXN-0000963,2024-10-11,CUST-00812,PROD-0117,1,138.2,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0000964,2024-09-28,CUST-00559,PROD-0039,5,127.17,Bank Transfer,Completed,0.0,,0.0,Website
TXN-0000965,2024-10-07,CUST-01062,PROD-0133,4,443.43,Debit Card,Shipped,0.0,,0.0,Mobile App
TXN-0000966,2024-10-01,CUST-00998,PROD-0081,1,389.31,Debit Card,Processing,0.0,,0.0,Mobile App
TXN-0000967,2024-08-12,CUST-00667,PROD-0146,2,46.53,Debit Card,Shipped,12.99,,0.0,Social Media
TXN-0000968,2024-10-06,CUST-00841,PROD-0107,3,418.0,PayPal,Completed,0.0,,0.0,In-Store
TXN-0000969,2024-09-07,CUST-01041,PROD-0111,4,28.05,Google Pay,Processing,0.0,,0.0,Marketplace
TXN-0000970,2024-09-19,CUST-00633,PROD-0021,1,134.06,Credit Card,Processing,0.0,,0.0,Mobile App
TXN-0000971,2024-08-23,CUST-00384,PROD-0050,3,460.3,Credit Card,Processing,0.0,,0.0,Social Media
TXN-0000972,2024-05-15,CUST-00900,PROD-0121,4,433.51,Credit Card,Cancelled,0.0,,0.0,Website
TXN-0000973,2024-08-09,CUST-00274,PROD-0134,3,392.89,Credit Card,Processing,0.0,,0.0,Mobile App
TXN-0000974,2024-10-13,CUST-00492,PROD-0050,2,234.19,Debit Card,Completed,0.0,,0.0,Mobile App
TXN-0000975,2024-10-26,CUST-01020,PROD-0115,5,167.48,Google Pay,Completed,0.0,,0.0,Website
TXN-0000976,2024-10-09,CUST-00872,PROD-0001,1,441.95,PayPal,Processing,0.0,,0.0,Website
TXN-0000977,2024-09-03,CUST-00528,PROD-0030,5,331.96,Bank Transfer,Processing,0.0,,0.0,Mobile App
TXN-0000978,2024-10-24,CUST-00269,PROD-0107,3,154.79,Google Pay,Processing,0.0,,0.0,Website
TXN-0000979,2024-09-16,CUST-00443,PROD-0048,5,236.96,Debit Card,Completed,0.0,,0.0,Website
TXN-0000980,2024-09-03,CUST-00352,PROD-0087,2,441.93,Debit Card,Shipped,0.0,SUMMER20,176.77,Website
TXN-0000981,2024-10-03,CUST-00226,PROD-0129,1,452.68,Debit Card,Completed,0.0,,0.0,Mobile App
TXN-0000982,2024-07-31,CUST-00887,PROD-0019,1,333.05,Credit Card,Refunded,0.0,,0.0,Website
TXN-0000983,2024-10-21,CUST-00313,PROD-0046,1,368.94,Debit Card,Processing,0.0,,0.0,Mobile App
TXN-0000984,2024-10-23,CUST-00592,PROD-0130,5,29.25,Debit Card,Refunded,0.0,,0.0,Marketplace
TXN-0000985,2024-08-10,CUST-00487,PROD-0056,2,306.24,Debit Card,Shipped,0.0,,0.0,Mobile App
TXN-0000986,2024-09-16,CUST-01176,PROD-0145,1,347.6,Debit Card,Completed,0.0,,0.0,Website
TXN-0000987,2024-08-19,CUST-00501,PROD-0092,1,19.97,Credit Card,Refunded,9.99,,0.0,Website
TXN-0000988,2024-09-23,CUST-00092,PROD-0082,2,423.48,Debit Card,Completed,0.0,,0.0,Website
TXN-0000989,2024-10-11,CUST-00108,PROD-0079,3,464.85,Credit Card,Processing,0.0,,0.0,Marketplace
TXN-0000990,2024-07-17,CUST-00742,PROD-0150,2,126.58,Credit Card,Refunded,0.0,,0.0,Website
TXN-0000991,2024-07-23,CUST-00747,PROD-0105,2,424.43,PayPal,Completed,0.0,,0.0,Mobile App
TXN-0000992,2024-08-17,CUST-00547,PROD-0027,2,336.09,Credit Card,Cancelled,0.0,,0.0,Mobile App
TXN-0000993,2024-10-08,CUST-00563,PROD-0055,3,294.53,Apple Pay,Completed,0.0,,0.0,Social Media
TXN-0000994,2024-09-04,CUST-00056,PROD-0060,4,423.12,Credit Card,Completed,0.0,,0.0,Website
TXN-0000995,2024-10-01,CUST-00652,PROD-0109,1,149.94,Debit Card,Refunded,0.0,,0.0,Mobile App
TXN-0000996,2024-10-22,CUST-00640,PROD-0120,1,397.51,Debit Card,Refunded,0.0,WELCOME15,59.63,Mobile App
TXN-0000997,2024-05-31,CUST-00185,PROD-0085,4,164.11,Credit Card,Completed,0.0,SAVE10,65.64,Website
TXN-0000998,2024-10-19,CUST-00128,PROD-0086,2,395.84,Debit Card,Completed,0.0,,0.0,Website
TXN-0000999,2024-04-30,CUST-00149,PROD-0117,3,231.01,PayPal,Completed,0.0,SUMMER20,138.61,Website
TXN-0001000,2024-09-22,CUST-00122,PROD-0108,1,67.29,Credit Card,Processing,7.99,,0.0,Mobile App
TXN-0001001,2024-10-15,CUST-00761,PROD-0075,1,196.93,Credit Card,Processing,0.0,WELCOME15,29.54,Mobile App
TXN-0001002,2024-09-11,CUST-00249,PROD-0119,1,124.4,Debit Card,Cancelled,0.0,,0.0,Website
TXN-0001003,2024-06-26,CUST-00312,PROD-0145,1,59.25,Credit Card,Refunded,5.99,SAVE10,5.93,Website
TXN-0001004,2024-08-09,CUST-00218,PROD-0007,1,64.03,PayPal,Shipped,12.99,,0.0,Website
TXN-0001005,2024-07-21,CUST-01145,PROD-0148,1,392.22,Apple Pay,Cancelled,0.0,,0.0,Website
TXN-0001006,2024-08-24,CUST-01009,PROD-0075,2,441.87,Credit Card,Cancelled,0.0,,0.0,Website
TXN-0001007,2024-08-18,CUST-00291,PROD-0058,5,464.28,Debit Card,Cancelled,0.0,,0.0,Website
TXN-0001008,2024-07-06,CUST-00398,PROD-0016,3,428.42,Debit Card,Completed,0.0,,0.0,Website
TXN-0001009,2024-10-10,CUST-00261,PROD-0027,1,416.8,Debit Card,Completed,0.0,,0.0,Mobile App
TXN-0001010,2024-09-17,CUST-00631,PROD-0051,1,43.72,Credit Card,Completed,9.99,,0.0,Mobile App
TXN-0001011,2024-10-12,CUST-00018,PROD-0075,1,397.15,Debit Card,Processing,0.0,,0.0,Website
TXN-0001012,2024-02-07,CUST-00816,PROD-0144,5,393.8,Credit Card,Completed,0.0,,0.0,Website
TXN-0001013,2024-05-07,CUST-00658,PROD-0087,3,74.32,Credit Card,Refunded,0.0,,0.0,Marketplace
TXN-0001014,2024-10-25,CUST-01071,PROD-0123,2,334.37,Debit Card,Completed,0.0,,0.0,Website
TXN-0001015,2024-08-15,CUST-00205,PROD-0076,1,231.72,Credit Card,Shipped,0.0,,0.0,Website
TXN-0001016,2024-05-25,CUST-00950,PROD-0040,5,451.0,Credit Card,Shipped,0.0,SAVE10,225.5,Website
TXN-0001017,2024-10-16,CUST-00931,PROD-0067,5,350.74,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0001018,2024-09-07,CUST-00151,PROD-0130,4,475.97,Credit Card,Shipped,0.0,,0.0,Website
TXN-0001019,2024-06-01,CUST-00522,PROD-0102,2,61.4,Credit Card,Processing,0.0,,0.0,In-Store
TXN-0001020,2024-10-25,CUST-00211,PROD-0093,3,29.89,Credit Card,Shipped,9.99,SAVE10,8.97,Website
TXN-0001021,2024-08-17,CUST-00314,PROD-0110,2,487.04,Credit Card,Completed,0.0,FLASH30,292.22,Website
TXN-0001022,2024-10-06,CUST-00330,PROD-0082,1,49.28,PayPal,Refunded,9.99,,0.0,Mobile App
TXN-0001023,2024-05-26,CUST-00702,PROD-0078,4,199.23,Credit Card,Completed,0.0,,0.0,Website
TXN-0001024,2024-03-29,CUST-00539,PROD-0002,3,328.48,PayPal,Completed,0.0,WELCOME15,147.82,Website
TXN-0001025,2024-05-07,CUST-01138,PROD-0065,4,441.22,Credit Card,Refunded,0.0,,0.0,Mobile App
TXN-0001026,2024-09-19,CUST-00151,PROD-0020,4,134.73,PayPal,Refunded,0.0,,0.0,Website
TXN-0001027,2024-07-01,CUST-01169,PROD-0034,1,24.23,Credit Card,Completed,7.99,,0.0,Marketplace
TXN-0001028,2024-07-08,CUST-00291,PROD-0041,1,265.42,Google Pay,Refunded,0.0,VIP25,66.36,Mobile App
TXN-0001029,2024-10-04,CUST-00919,PROD-0023,4,240.83,,Shipped,0.0,,0.0,Website
TXN-0001030,2024-07-14,CUST-00421,PROD-0038,1,160.37,Credit Card,Shipped,0.0,,0.0,Website
TXN-0001031,2024-10-25,CUST-00174,PROD-0067,1,438.2,Credit Card,Completed,0.0,,0.0,Website
TXN-0001032,2024-09-03,CUST-01013,PROD-0062,3,377.16,Debit Card,Refunded,0.0,,0.0,Mobile App
TXN-0001033,2024-10-12,CUST-00377,PROD-0140,2,430.47,Google Pay,Completed,0.0,FLASH30,258.28,Mobile App
TXN-0001034,2024-10-20,CUST-00807,PROD-0030,5,89.28,Debit Card,Shipped,0.0,,0.0,Social Media
TXN-0001035,2024-10-23,CUST-00711,PROD-0087,1,349.27,Debit Card,Completed,0.0,FLASH30,104.78,Mobile App
TXN-0001036,2024-08-17,CUST-00602,PROD-0148,1,487.79,Credit Card,Processing,0.0,,0.0,Marketplace
TXN-0001037,2024-10-03,CUST-00633,PROD-0118,1,309.83,Credit Card,Completed,0.0,SUMMER20,61.97,Website
TXN-0001038,2024-08-11,CUST-00882,PROD-0006,1,93.96,Credit Card,Processing,12.99,VIP25,23.49,Website
TXN-0001039,2024-10-23,CUST-00106,PROD-0075,5,497.92,Credit Card,Shipped,0.0,,0.0,Social Media
TXN-0001040,2024-10-05,CUST-00814,PROD-0132,3,268.87,Credit Card,Shipped,0.0,,0.0,Website
TXN-0001041,2024-09-11,CUST-01068,PROD-0093,1,421.62,Credit Card,Shipped,0.0,,0.0,Marketplace
TXN-0001042,2024-07-26,CUST-00063,PROD-0010,4,83.18,PayPal,Completed,0.0,,0.0,Website
TXN-0001043,2024-10-04,CUST-00168,PROD-0051,4,336.38,PayPal,Completed,0.0,,0.0,Website
TXN-0001044,2024-08-30,CUST-00862,PROD-0093,3,457.17,Credit Card,Shipped,0.0,FLASH30,411.45,Mobile App
TXN-0001045,2024-06-19,CUST-00567,PROD-0038,1,270.68,Apple Pay,Shipped,0.0,,0.0,Marketplace
TXN-0001046,2024-08-31,CUST-00528,PROD-0129,5,151.43,Credit Card,Completed,0.0,SAVE10,75.72,Marketplace
TXN-0001047,2024-10-12,CUST-00163,PROD-0136,4,72.43,Credit Card,Completed,0.0,FLASH30,86.92,Marketplace
TXN-0001048,2024-10-26,CUST-00642,PROD-0102,2,155.0,PayPal,Completed,0.0,SUMMER20,62.0,Mobile App
TXN-0001049,2024-06-27,CUST-00151,PROD-0081,2,183.88,PayPal,Refunded,0.0,WELCOME15,55.16,Website
TXN-0001050,2024-10-26,CUST-00612,PROD-0083,5,357.87,Apple Pay,Completed,0.0,,0.0,Marketplace
TXN-0001051,2024-06-25,CUST-00908,PROD-0143,5,97.51,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0001052,2024-09-12,CUST-00321,PROD-0031,1,61.98,Credit Card,Completed,9.99,,0.0,In-Store
TXN-0001053,2024-05-13,CUST-00621,PROD-0021,1,199.59,Debit Card,Completed,0.0,,0.0,Website
TXN-0001054,2024-07-23,CUST-01192,PROD-0131,3,234.73,Credit Card,Completed,0.0,,0.0,Website
TXN-0001055,2024-01-01,CUST-00835,PROD-0126,5,317.9,Credit Card,Refunded,0.0,,0.0,Mobile App
TXN-0001056,2024-10-02,CUST-00992,PROD-0035,5,356.68,Debit Card,Refunded,0.0,,0.0,Website
TXN-0001057,2024-08-01,CUST-00543,PROD-0144,2,445.74,Credit Card,Completed,0.0,,0.0,Website
TXN-0001058,2024-09-27,CUST-00913,PROD-0045,5,151.58,Credit Card,Completed,0.0,,0.0,Mobile App
TXN-0001059,2024-09-18,CUST-00046,PROD-0059,2,269.01,Credit Card,Processing,0.0,,0.0,Social Media
TXN-0001060,2024-08-29,CUST-00149,PROD-0012,2,189.35,Credit Card,Cancelled,0.0,,0.0,Website
TXN-0001061,2024-06-25,CUST-00253,PROD-0140,2,10.69,Credit Card,Completed,7.99,,0.0,Website
